ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
3196|Nancy Kratky for School Board|2013 Post General Campaign Statement|2013-06-24|2013-06-25|25.00|REDUCED|0.00|2013-07-08||Kratky|Nancy|
3210|Jean Stothert for Omaha|Report of Late Contribution|2013-05-13|2013-06-25|1750.00|PAID|||2013-08-15|Stothert|Jean|
3221|Firefighters for Better Government|Report of Late Independent Expenditure|2013-05-10|2013-06-24|6085.92|PAID|||2013-10-17|||
3241|Nebraskans for Nabity|2013 Annual Campaign Statement|2014-01-31|2014-02-05|125.00|PAID|||2014-04-21|Nabity|Dave|
3272|Michael Petersen for Legislature|13 Annual Campaign Statement|2014-01-31|2014-03-28|750.00|PENDING||||Petersen|Michael|
3275|Paul Anderson for the Legislature|Statement of Organization|2014-04-28|2014-05-07|900.00|REDUCED|0.00|2014-05-16||Anderson|Paul|
3280|Chang for Learning Community|14 1st Primary Campaign Statement|2014-04-14|2014-04-17|75.00|REDUCED|0.00|2014-05-16||Chang|Lorraine|
3285|Jody Fuchtman Knox County Clerk of District Court|Statement of Organization|2014-05-08|2014-05-13|500.00|PAID|||2014-05-21|Fuchtman|Jody|
3293|NE GPLDC PAC|14 1st Primary Campaign Statement|2014-04-14|2014-04-21|175.00|PAID|||2014-10-06|||
3308|Kintner for Legislature|Report of Late Contribution|2014-05-05|2014-05-12|700.00|RED/PAID|25.00|2014-06-26|2014-06-26|Kintner|Bill|
3320|Josiah Woodward for Legislature|13 Annual Campaign Statement|2014-01-31|2014-02-19|475.00|REDUCED|0.00|2014-06-09||Woodward|Josiah|
3326|Committee to Elect Tommy Garrett|Statement of Organization|2014-02-24|2014-04-22|750.00|REDUCED|0.00|2014-06-11||Garrett|Tommy|
3333|Pam Dingman for Nebraska|Report of Late Contribution|2014-05-02|2014-06-19|1440.00|REDUCED|0.00|2014-07-09||Dingman|Pam|
3342|State Health PAC|Report of Late Contribution|2014-05-01|2014-06-23|1134.00|REDUCED|0.00|2014-08-28||||
3345|Mary Ann Borgeson for County Board|Report of Late Contribution|2014-05-02|2014-06-23|1200.00|REDUCED|0.00|2014-07-17||Borgeson|Marry Ann|
3358|Justin Wayne for OPS Board|2014 Post Primary Campaign Statement|2014-06-23|2014-07-11|450.00|RED/PAID|25.00|2014-08-14|2014-08-14|Wayne|Justin|
3389|Ron Hug for Metro Board|14 Post Primary Campaign Statement|2014-06-23|2014-06-25|50.00|PAID|||2014-09-04|Hug|Ron|
3370|Omahans for Community Improvements|Report of Late Contribution|2014-05-01|2014-06-23|1150.00|REDUCED|0.00|2014-08-13||||
3387|Doug Peterson for Attorney General|Report of Late Contribution|2014-05-07|2014-05-08|100.00|REDUCED|0.00|2014-08-20||Peterson|Doug|
3390|Van Phillips for State Senate|13 Annual Campaign Statement|2014-01-30|2014-06-09|750.00|REDUCED|0.00|2014-08-18||Phillips|Van|
3391|Friends of John Sieler|14 2nd Primary Campaign Statement|2014-05-05|2014-08-05|750.00|PENDING||||Sieler|John|
3399|Bryan Slone for Governor|Report of Late Contribution|2014-05-05|2014-06-24|1100.00|REDUCED|0.00|2014-08-28||Slone|Bryan|
3414|Matthew Headley Committee|Report of Late Contribution|2014-05-05|2014-06-19|1101.12|REDUCED|0.00|2014-09-15||Headley|Matthew|
3423|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2012-11-09|2014-09-19|750.00|REDUCED|0.00|2014-09-25||Amundson|Roma|
3445|GI Vote Yes for Kids|Report of Late Contribution|2014-08-28|2014-10-20|1500.00|PAID|||2014-12-05|||
3446|GI Vote Yes for Kids|Report of Late Contribution|2014-09-08|2014-10-20|1250.00|REDUCED|0.00|2014-12-01||||
3459|Hughes for Legislature|Report of Late Contribution|2014-11-03|2014-11-06|300.00|REDUCED|0.00|2014-12-01||Hughes|Dan|
3477|LeClair4OPPD|Report of Late Contribution|2014-10-24|2014-10-27|300.00|PAID|||2014-12-24|LeClair|Steve|
3500|ANR Pipeline Company|Report of Earmarked Contribution|2014-09-15|2014-12-31|750.00|REDUCED|0.00|2015-01-29||||
3503|ANR Pipeline Company|Report of Earmarked Contribution|2014-09-15|2014-12-31|750.00|REDUCED|0.00|2015-01-29||||
3505|ANR Pipeline Company|Report of Earmarked Contribution|2014-09-15|2014-12-31|750.00|REDUCED|0.00|2015-01-29||||
3506|ANR Pipeline Company|Report of Earmarked Contribution|2014-09-15|2014-12-31|750.00|RED/PAID|25.00|2015-01-29|2015-01-29|||
3509|Vote Yes for SHS|Report of Late Contribution|2014-10-30|2014-12-30|1150.00|REDUCED|0.00|2015-01-27||||
3514|Joni Craighead for Legislature|14 Post General Campaign Statement|2015-01-13|2015-01-15|50.00|PAID|||2015-07-13|Craighead|Joni|
3520|NE New Energy Economy PAC|14 Post General Campaign Statement|2015-01-13|2015-01-27|350.00|REDUCED|0.00|2015-02-09||||
3521|Nebraskans United for Life PAC|14 Annual Campaign Statement|2015-02-02|2015-02-12|250.00|PAID|||2015-02-12|||
3523|Committee to Retain Lee Polikov County Attorney|14 Post General Campaign Statement|2015-01-13|2015-01-29|400.00|REDUCED|0.00|2015-02-11||Polikov|Lee|
3526|Robin Stevens Campaign|14 Post General Campaign Statement|2015-01-13|2015-01-29|400.00|REDUCED|0.00|2015-02-10||Stevens|Robin|
3529|C-Care|13 Annual Campaign Statement|2014-01-31|2015-02-12|750.00|REDUCED|0.00|2015-03-02||||
3531|Mike Flood for Nebraska, Inc.|2014 Annual Campaign Statement|2015-02-02|2015-02-09|175.00|REDUCED|0.00|2015-02-26||Flood|Mike|
3534|NE Nurses Association PAC|2014 Annual Campaign Statement|2015-02-02|2015-02-12|250.00|REDUCED|0.00|2015-02-20||||
3130|Dwite Pedersen for Learning Community #4|2012 Post Primary Campaign Statement|2012-06-25|2013-01-16|750.00|REDUCED|0.00|2013-03-19||Pedersen|Dwite|
2994|Vote Yes for BCS|Report of Late Contribution|2012-05-09|2012-06-21|1000.00|REDUCED|0.00|2012-07-30||||
3007|Mayhew for Legislature|12 Post Primary Campaign Statement|2012-06-25|2012-08-22|750.00|PAID|||2012-08-30|Mayhew|Don|
3045|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2012-11-01|2012-11-05|400.00|PAID|||2013-04-17|||
3060|Timothy Ashford for Legislature|2012 Post General Campaign Statement|2013-01-15|2013-01-22|175.00|REDUCED|0.00|2013-01-28||Ashford|Timothy|
3076|NE Family PAC|Report of Late Independent Expenditure|2012-11-05|2013-01-15|1242.27|REDUCED|0.00|2013-02-26||||
3133|Whitehead for City Council|Statement of Organization|2013-03-04|2013-03-13|225.00|REDUCED|0.00|2013-03-14||Whitehead|Mark|
3160|Yolanda R. Williams for OPS|Statement of Organization|2013-05-06|2013-05-09|300.00|REDUCED|0.00|2013-05-10||Williams|Yolanda|
3166|Yolanda R. Williams for OPS|Report of Late Contribution|2013-05-06|2013-05-09|300.00|REDUCED|0.00|2013-05-13||Williams|Yolanda|
3170|Douglas County Democratic Party|Report of Late Contribution|2013-03-21|2013-05-07|1200.00|PAID|||2013-06-04|||
3175|Jeffrey D Miller for OPS|2013 2nd General Campaign Statement|2013-05-13|2013-05-16|75.00|REDUCED|0.00|2013-05-20||Miller|Jeffrey|
3177|Jean Stothert for Omaha|Report of Late Contribution|2013-05-08|2013-05-13|500.00|REDUCED|0.00|2013-07-08||Stothert|Jean|
3179|Jean Stothert for Omaha|Report of Late Contribution|2013-05-06|2013-05-08|200.00|PAID|||2013-07-11|Stothert|Jean|
3185|Bruce Hunter for City Council|Report of Late Contribution|2013-03-27|2013-05-14|1100.00|REDUCED|0.00|2013-09-16||Hunter|Bruce|
3246|Lambert for Legislature|13 Annual Campaign Statement|2014-01-31|2014-02-18|450.00|REDUCED|0.00|2014-03-11||Lambert|R. Paul|
3232|Michael Petersen for Legislature|12 Post General Campaign Statement|2013-01-15|2013-02-22|750.00|PENDING||||Petersen|Michael|
3250|Strigenz for Public Defender|13 Annual Campaign Statement|2014-01-31|2014-02-20|500.00|REDUCED|0.00|2014-04-03||Strigenz|Thomas|
3273|Fred4NPPD|13 Annual Campaign Statement|2014-01-31|2014-02-19|470.00|REDUCED|0.00|2014-04-10||Christensen|Fred|
3274|Great Schools for Great Children|Report of Late Contribution|2014-02-05|2014-03-24|1200.00|REDUCED|0.00|2014-05-28||||
3281|Joni Craighead for Legislature|14 1st Primary Campaign Statement|2014-04-14|2014-04-16|50.00|REDUCED|0.00|2014-05-16||Craighead|Joni|
3282|Judy Domina for Legislature|13 Annual Campaign Statement|2014-01-31|2014-04-22|750.00|REDUCED|0.00|2014-05-07||Domina|Judy|
3295|Morgan for Sheriff|14 1st Primary Campaign Statement|2014-04-14|2014-04-29|375.00|REDUCED|0.00|2014-05-21||Morgan|Donald|
3299|Denny Wilson for Sarpy County Surveyor|14 2nd Primary Campaign Statement|2014-05-05|2014-05-19|350.00|REDUCED|0.00|2014-06-09||Wilson|Denny|
3302|McGowan for MUD|14 1st Primary Campaign Statement|2014-04-14|2014-05-19|750.00|REDUCED|0.00|2014-05-27||McGowan|Mike|
3310|Dan Pittman for Sarpy County Assessor|14 2nd Primary Campaign Statement|2014-05-05|2014-05-15|250.00|REDUCED|0.00|2014-05-29||Pittman|Dan|
3315|Fremont Taxpayers for Jobs|Report of Late Contribution|2014-01-30|2014-03-24|1200.00|REDUCED|0.00|2014-06-09||||
3329|Mike Meister for Legislature|14 2nd Primary Campaign Statement|2014-05-05|2014-05-19|350.00|PAID|||2014-10-03|Meister|Mike|
3334|Greater Omaha Chamber of Commerce|Report of Late Contribution|2014-05-01|2014-06-19|1250.00|RED/PAID|25.00|2014-07-21|2014-07-18|||
3354|Nebraskans for Tyson Larson|Report of Late Contribution|2014-05-12|2014-06-23|1100.00|REDUCED|0.00|2014-07-17||Larson|Tyson|
3362|Joni Craighead for Legislature|14 Post Primary Campaign Statement|2014-06-23|2014-06-25|50.00|PAID|||2014-08-13|Craighead|Joni|
3372|Stacy Ryan for Legislature|Report of Late Contribution|2014-05-08|2014-06-24|1250.00|REDUCED||2014-07-31||Ryan|Stacy|
3373|Stacy Ryan for Legislature|Report of Late Contribution|2014-05-09|2014-06-24|1150.00|REDUCED||2014-07-31||Ryan|Stacy|
3448|Metro Omaha Builders Association PAC|2014 1st General Campaign Statement|2014-10-06|2014-10-07|25.00|PAID|0.00||2014-10-31|||
3381|Herbalife International of America, Inc.|Out of State Contribution Report|2014-04-10|2014-07-01|2500.00|PAID|||2014-07-29|||
3385|Clarice Jackson for State Board of Education|14 2nd Primary Campaign Statement|2014-05-05|2014-05-07|50.00|PAID|||2014-10-03|Jackson|Clarice|
3408|Pete Ricketts for Governor|Report of Late Contribution|2014-05-09|2014-06-15|1500.00|REDUCED|0.00|2014-08-27||Ricketts|Pete|
3425|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2013-12-16|2014-09-19|750.00|REDUCED|0.00|2014-09-25||Pirsch|Pete|
3449|NE Petroleum Marketers PAC|2014 1st Primary Campaign Statement|2014-04-14|2014-04-15|25.00|PAID|||2015-01-09|||
3452|Nebraskans for Tyson Larson|2014 1st General Campaign Statement|2014-10-06|2014-10-07|25.00|PAID|||2014-11-13|Larson|Tyson|
3486|McCollister for Legislature|14 1st General Campaign Statement|2014-10-06|2014-10-07|25.00|REDUCED|0.00|2015-01-21||McCollister|John|
3518|NE Family PAC|Report of Late Independent Expenditure|2014-10-31|2015-01-14|1109.07|RED/PAID|25.00|2015-03-10|2015-03-09|||
3530|C-Care|14 Annual Campaign Statement|2015-02-02|2015-02-12|250.00|REDUCED|0.00|2015-03-02||||
3535|Don Kelly for County Board|2013 Annual Campaign Statement|2014-01-31|2015-02-11|750.00|REDUCED|0.00|2015-02-23||Kelly|Don|
3539|Woody Bradford forr OPS Board|14 Annual Campaign Statement|2015-02-02|2015-02-10|200.00|REDUCED|0.00|2015-03-02||Bradford|Woody|
3550|NE Leadership Committee|14 Annual Campaign Statement|2015-02-02|2015-02-04|50.00|PENDING||||||
3551|North Omaha Action Committee|14 Annual Campaign Statement|2015-02-02|2015-02-06|100.00|RED/PAID|25.00|2015-03-06|2015-03-06|||
3552|Roric Paulman for Legislature|14 Post General Campaign Statement|2015-01-13|2015-01-20|175.00|PAID|||2015-03-24|Paulman|Roric|
3553|Roric Paulman for Legislature|Report of Late Contribution|2014-10-27|0201-01-22|1100.00|REDUCED|0.00|2015-08-06||Paulman|Roric|
3554|Roric Paulman for Legislature|Report of Late Contribution|2014-10-24|2015-01-20|1100.00|REDUCED|0.00|2015-08-06||Paulman|Roric|
3556|Planned Parenthood Voters of NE PAC|14 Annual Campaign Statement|2015-02-02|2015-02-04|50.00|PAID|||2015-04-22|||
3558|Re-Elect Sheriff Robinson|14 Post General Campaign Statement|2015-01-13|2015-02-04|500.00|REDUCED|0.00|2015-03-11||Robinson||
3559|John Spatz for City Council|14 Annual Campaign Statement|2015-02-02|2015-02-09|175.00|REDUCED|0.00|2015-03-11||Spatz|John|
3561|Timothy Ashford for City Council|14 Annual Campaign Statement|2015-02-02|2015-03-02|700.00|REDUCED|0.00|2015-03-02||Ashford|Timothy|
3562|Francis Biehl|14 Annual Campaign Statement|2015-02-02|2015-02-17|375.00|PAID|||2015-03-10|Biehl|Francis|
3563|James Blinn for Mayor|14 Annual Campaign Statement|2015-02-02|2015-02-09|175.00|REDUCED|0.00|2015-03-02||Blinn|James|
2992|Kintner for Legislature|12 Post Primary Election Campaign Statement|2012-06-25|2012-06-26|25.00|REDUCED|0.00|2012-07-23||Kintner|Bill|
2993|Citizens to Elect Scott Price|12 Post Primary Campaign Statement|2012-06-25|2012-06-26|25.00|REDUCED|0.00|2012-09-10||Price|Scott|
3018|Groesser for Mayor|2012 Statement of Exemption|2012-10-09|2012-10-22|325.00|REDUCED|0.00|2012-10-24||Groesser|Donald|
2998|Patrick Bourne for School Board|12 Post Primary Campaign Statement|2012-06-25|2012-06-26|25.00|PAID|||2012-08-29|Bourne|Patrick|
3035|Nebraskans for Fiscal Accountability|Report of Late Independent Expenditure|2012-10-25|2012-10-26|100.00|PAID|||2015-10-13|||
3053|Josiah Woodward for Legislature|Statement of Organization|2012-04-23|2012-10-01|750.00|REDUCED|0.00|2013-01-17||Woodward|Josiah|
3055|Scheer for State Legislature|Report of Late Contribution|2012-10-29|2012-11-07|900.00|REDUCED|0.00|2012-12-11||Scheer|James|
3058|Kenneth West|Report of Earmarked Contribution|2012-10-10|2012-11-21|750.00|REDUCED|0.00|2012-12-12||West|Kenneth|
3064|ACEC/Nebraska PAC|2012 Post General Campaign Statement|2013-01-15|2013-01-17|50.00|REDUCED|0.00|2013-03-15||||
3075|State Troopers Association of NE PAC|2012 Post General Campaign Statement|2013-01-15|2013-01-17|50.00|PAID|||2013-02-06|||
3095|Lincoln Liaison Committee|Report of Late Contribution|2012-11-01|2013-10-29|1100.00|REDUCED|0.00|2013-03-19||||
3096|Elect Bill McMullen County Supervisor|2012 Annual Campaign Statement|2013-01-31|2013-02-01|125.00|REDUCED|0.00|2013-03-01||McMullen|Bill|
3118|Friends of Chris Jerram|2013 1st Primary Campaign Statement|2013-03-04|2013-03-06|50.00|PAID|||2013-03-26|Jerram|Chris|
3135|Tom Barrett for OPPD|2012 1st General Campaign Statement|2012-10-09|2013-02-15|750.00|PAID|||2013-07-15|Barrett|Tom|
3136|Tom Barrett for OPPD|2012 2nd General Campaign Statement|2012-10-29|2013-02-15|375.00|PAID|||2013-09-11|Barrett|Tom|
3144|Nebraskans to Preserve Term Limits|Report of Late Contribution|2012-10-25|2013-02-19|1800.00|REDUCED|0.00|2013-06-11||||
3202|Matt Scanlan for OPS|2013 Post General Campaign Statement|2013-06-24|2013-07-01|175.00|PAID|||2013-07-23|Scanlan|Matt|
3238|Burwell Citizens for Progress|2013 Annual Campaign Statement|2014-01-31|2014-02-03|75.00|REDUCED|0.00|2014-02-28||||
3244|Mike Boyle for County Board|13 Annual Campaign Statement|2014-01-31|2014-03-11|750.00|REDUCED|0.00|2014-03-12||Boyle|Mike|
3259|Vern Powers for Mayor|13 Annual Campaign Statement|2014-01-31|2014-02-24|600.00|PAID|||2014-03-28|Powers|Vern|
3267|Sarpy County Republican Party|13 Post Special Election Campaign Statement|2013-11-25|2014-01-22|750.00|REDUCED|0.00|2014-04-03||||
3277|Becky Boryca for Clerk of District Court|Statement of Organization|2014-04-11|2014-05-05|600.00|REDUCED|0.00|2014-05-10||Boryca|Becky|
3312|Dallas Jones for Legislature|14 2nd Primary Campaign Statement|2014-05-05|2014-05-09|100.00|PAID|||2014-05-21|Jones|Dallas|
3318|Robyn Larson for Legislature|13 Annual Campaign Statement|2014-01-31|2014-05-08|750.00|REDUCED|0.00|2014-06-12||Larson|Robyn|
3382|Rich Hurley for OPPD Board|14 Post Primary Campaign Statement|2014-06-23|2014-06-26|75.00|PAID|||2014-08-01|Hurley|Rich|
3340|Plan B Consultants, Inc.|Report of Earmarked Contribution|2013-08-26|2014-03-17|750.00|REDUCED|0.00|||||
3348|Chang for Learning Community|14 Post Primary Campaign Statement|2014-06-23|2014-07-08|375.00|REDUCED|0.00|2014-07-09||Chang|Lorraine|
3351|Jay Vavricek for Mayor|14 Post Primary Campaign Statement|2014-06-23|2014-06-24|25.00|PAID|||2014-07-17|Vavricek|Jay|
3353|Nebraskans for Tyson Larson|Report of Late Contribution|2014-05-12|2014-06-23|1100.00|REDUCED|0.00|2014-07-17||Larson|Tyson|
3357|Friends for Pam Tusa|Report of Late Contribution|2014-05-01|2014-06-23|1100.00|REDUCED|0.00|2014-07-31||Tusa|Pam|
3393|Bryan Slone for Governor|Report of Late Contribution|2014-05-02|2014-06-24|1100.00|REDUCED|0.00|2014-08-28||Slone|Bryan|
3394|Bryan Slone for Governor|Report of Late Contribution|2014-05-02|2014-06-24|1100.00|REDUCED|0.00|2014-08-28||Slone|Bryan|
3397|Bryan Slone for Governor|Report of Late Contribution|2014-05-05|2014-06-24|1200.00|REDUCED|0.00|2014-08-28||Slone|Bryan|
3402|Bill Henry for Lincoln County Commissioner|14 Post Primary Campaign Statement|2014-06-23|2014-07-14|525.00|REDUCED|0.00|2014-08-27||Henry|Bill|
3405|Jim Prauner for Commissioner|14 1st Primary Campaign Statement|2014-04-14|2014-05-05|525.00|PAID|||2014-09-08|Prauner|Jim |
3417|Patti Lindgren for County Clerk|Report of Late Contribution|2014-05-05|2014-06-25|1100.00|REDUCED|0.00|2014-10-02||Lindgren|Patti|
3420|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2014-04-17|2014-09-19|750.00|REDUCED|0.00|2014-09-25||Smoyer|Brent|
3469|Democrats for Steve Glenn|Report of Late Independent Expenditure|2014-10-30|2014-11-12|1110.85|REDUCED|0.00|2014-12-11||||
3470|Democrats for Steve Glenn|Report of Late Independent Expenditure|2014-10-30|2014-11-12|1066.15|REDUCED|0.00|2014-12-11||||
3473|Michael Groene for Legislature|Report of Late Contribution|2014-11-03|2014-11-12|900.00|REDUCED|0.00|2014-12-11||Groene|Michael|
3475|Friends of Charlie Janssen (Auditor)|Report of Late Contribution|2014-11-04|2014-11-06|200.00|PAID|||2014-12-04|Janssen|Charlie|
3484|Keith Kube for Legislature|141st General Campaign Statement|2014-10-06|2014-10-20|350.00|REDUCED|0.00|2015-01-09||Kube|Keith|
3512|Associated Beverage Distributors of NE PAC|14 Post General Campaign Statement|2015-01-13|2015-01-28|375.00|PAID|||2015-02-13|||
3495|Todd Weidemann|Report of Earmarked Contribution|2014-05-16|2014-11-10|750.00|REDUCED|0.00|2014-12-19||||
3496|Todd Weidemann|Report of Earmarked Contribution|2014-05-16|2014-11-10|750.00|REDUCED|0.00|2014-12-19||||
3501|ANR Pipeline Company|Report of Earmarked Contribution|2014-09-15|2014-12-31|750.00|REDUCED|0.00|2015-01-29||||
3524|Sierra Club PAC NE Chapter|14 Post General Campaign Statement|2015-01-13|2015-01-21|200.00|REDUCED|0.00|2015-02-06||||
3525|Smoyer for Nebraska|Report of Late Contribution|2014-10-31|2015-01-13|1100.00|REDUCED|0.00|2015-02-20||Smoyer|Brent|
3528|C-Care|12 Annual Campaign Statement|2013-01-31|2015-02-12|750.00|REDUCED|0.00|2015-03-02||||
3544|Lincoln County Democrats|14 2nd Primary Campaign Statement|2014-05-05|2015-02-02|750.00|REDUCED|0.00|2015-03-25||||
3560|Strigenz for Public Defender|14 Post General Campaign Statement|2015-01-13|2015-01-30|425.00|RED/PAID|25.00|2015-04-02|2015-04-02|Strigenz|Thomas|
3564|Jeff Moore for City Council|14 Annual Campaign Statement|2015-02-02|2015-02-18|400.00|PAID|||2015-03-13|Moore|Jeff|
3565|Nowak for Legislature|14 Annual Campaign Statement|2015-02-02|2015-02-04|50.00|REDUCED|0.00|2015-03-02||Nowak|Natalie|
3566|Our Kids First|14 Annual Campaign Statement|2015-02-02|2015-02-13|275.00|REDUCED|0.00|2015-03-02||||
3567|Sorrentino for MCC Board|14 Annual Campaign Statement|2015-02-02|2015-02-17|375.00|RED/PAID|25.00|2015-04-02|2015-04-02|Sorrentino|Tony|
3569|Hansen for Legislature|2014 Post General Campaign Statement|2015-01-13|2015-01-16|75.00|PAID|||2015-03-17|Hansen|Matt|
3571|NE State Education Association PAC|Report of Late Independent Expenditure|2014-11-03|2014-11-10|700.00|REDUCED|0.00|2015-03-25||||
3574|Jim Begley for MUD Board|14 Annual Campaign Statement|2015-02-02|2015-03-02|700.00|PAID|||2015-06-09|Begley|Jim|
3013|Kathy Campbell for Legislature|2012 1st General Election Campaign Statement|2012-10-09|2012-10-26|425.00|REDUCED|0.00|2012-11-06||Campbell|Kathy|
3022|Northwestern Public Service Employees PAC|2012 2nd General Campaign Statement|2012-10-29|2012-10-31|50.00|REDUCED|0.00|2012-11-02||||
3023|NRDVote.com|2012 1st General Campaign Statement|2012-10-09|2012-10-10|25.00|REDUCED|0.00|2012-10-31||||
3026|Committee to Elect Thomas Riley|2012 2nd General Campaign Statement|2012-10-29|2012-10-30|25.00|PAID|||2012-11-19|Riley|Thomas|
3032|Larry Bradley for Regent|Report of Late Contribution|2012-11-02|2012-11-05|300.00|RED/PAID|25.00|2012-12-06|2012-12-05|Bradley|Larry|
3062|Farmers Employee & Agent PAC of NE-IA|2012 Post General Campaign Statement|2013-01-15|2013-01-16|25.00|REDUCED|0.00|2013-01-30||||
3068|Ironworkers Local Union #21 - Legislative Fund|2012 Post General Campaign Statement|2013-01-15|2013-01-24|225.00|PAID|||2013-01-31|||
3072|NRDVote.com|2012 Post General Campaign Statement|2013-01-15|2013-01-17|50.00|PAID|||2013-03-27|||
3078|Planned Parenthood Voters of NE PAC|2012 Post General Campaign Statement|2013-01-15|2013-01-16|25.00|PAID|||2013-08-27|||
3081|Jim Begley for MUD Board|Report of Late Contribution|2012-10-26|2013-01-18|1000.00|PAID|||2013-06-04|Begley|Jim|
3097|Friends for Jim Monahan|2012 Annual Campaign Statement|2012-01-31|2013-02-04|100.00|PAID|||2013-04-29|Monahan|Jim|
3100|Robert Rupp|Report of Earmarked Contribution|2012-08-30|2013-02-14|750.00|REDUCED|0.00|2013-02-15||Rupp|Robert|
3106|Local Union 1140 PAC Fund|2012 Annual Campaign Statement|2013-01-31|2013-02-05|125.00|REDUCED|0.00|2013-03-13||||
3108|NAPS PAC (NE Alliance for the Private Sector)|2012 Annual Campaign Statement|2013-01-31|2013-02-05|125.00|PAID|||2013-02-28|||
3112|Vern Barrett for Legislature|Report of Late Contribution|2012-11-07|2013-01-16|1000.00|REDUCED|0.00|2013-03-04||Barrett|Vern|
3120|McCollister for MUD|2012 Post General Campaign Statement|2013-01-15|2013-01-24|225.00|REDUCED|0.00|2013-03-15||McCollister|John|
3121|Katie for LPS|2012 Annual Campaign Statement|2012-01-31|2013-02-11|275.00|REDUCED|0.00|2013-03-04||McLeese Stephenson|Katie|
3124|Richard Carter for Legislature|2012 Post General Campaign Statement|2013-01-15|2013-01-17|50.00|REDUCED|0.00|2013-04-16||Carter|Richard|
3125|Richard Carter for Legislature|Report of Late Contribution|2012-10-25|2013-01-17|1100.00|REDUCED|0.00|2013-04-01||Carter|Richard|
3157|Ron Hug for Metro Board|2012 Annual Campaign Statement|2013-01-31|2013-03-28|750.00|REDUCED|0.00|2013-04-30||Hug|Ron|
3180|Millard Families  for Safe Schools|2013 2nd General Campaign Statement|2013-05-14|2013-05-08|575.00|PAID|||2014-12-05|||
3192|Whitehead for City Council|2013 Post General Campaign Statement|2013-06-17|2013-06-18|25.00|PAID|||2013-06-18|Whitehead|Mark|
3224|NE Democratic Womens Caucus|13 Post General Campaign Statement|2013-06-17|2013-06-24|175.00|REDUCED|0.00|2013-08-19||||
3227|Stroup for Legislature|Statement of Organization|2013-09-16|2013-10-09|575.00|REDUCED|0.00|2013-10-11||Stroup|Steve|
3229|Jill Brown for OPS|13 Post General Campaign Statement|2013-06-24|2013-10-18|750.00|REDUCED|0.00|2013-10-18||Brown|Jill|
3234|NE Rural Broadband PAC|Statement of Organization|2013-12-30|2014-01-03|100.00|REDUCED|0.00|2014-01-16||||
3254|Ron Hug for Metro Board|13 Annual Campaign Statement|2014-01-31|2014-02-03|75.00|RED/PAID|25.00|2014-09-05|2014-09-04|Hug|Ron|
3260|Tom Barrett for OPPD|13 Annual Campaign Statement|2014-01-31|2014-02-12|300.00|PAID|||2014-07-14|Barrett|Tom|
3268|John Sieler for MUD|2010 Annual Campaign Statement|2011-01-31|2014-03-24|750.00|REDUCED|0.00|2014-03-27||Sieler|John|
3291|NE Academy of Eye Physicians & Surgeons|14 2nd Primary Campaign Statement|2014-05-05|2014-05-07|50.00|PAID|||2014-10-15|||
3296|NE Realtors PAC|14 Post Special Campaign Statement|2014-03-24|2014-05-05|750.00|RED/PAID|350.00|2014-06-26|2014-06-26|||
3307|Thomas P. Herzog Campaign Fund|Statement of Organization|2014-05-08|2014-05-22|1000.00|REDUCED|0.00|2014-05-28||Herzog|Thomas|
3321|Paul Anderson for the Legislature|14 2nd Primary Campaign Statement|2014-05-05|2014-05-07|50.00|PAID|||2014-06-20|Anderson|Paul|
3355|NebFarm PAC|14 Post Primary Campaign Statement|2014-06-23|2014-06-26|75.00|REDUCED|0.00|2014-07-14||||
3368|Knott for NPPD|Report of Late Contribution|2014-05-09|2014-06-18|1250.00|REDUCED|0.00|2014-07-31||Knott|Ross|
3371|Stacy Ryan for Legislature|Report of Late Contribution|2014-05-05|2014-06-24|1100.00|REDUCED||2014-07-31||Ryan|Stacy|
3386|Doug Peterson for Attorney General|Report of Late Contribution|2014-05-07|2014-05-08|100.00|REDUCED|0.00|2014-08-20||Peterson|Doug|
3401|Bryan Slone for Governor|Report of Late Contribution|2014-05-07|2014-06-24|1250.00|REDUCED|0.00|2014-08-28||Slone|Bryan|
3413|Ed Wemhoff for Sheriff|14 1st Primary Campaign Statement|2014-04-14|2014-04-18|100.00|REDUCED|0.00|2014-09-16||Wemhoff|Ed|
3435|Tim Gay for OPPD|Statement of Organization|2014-10-15|2014-10-21|600.00|REDUCED|0.00|2014-10-31||Gay|Tim|
3440|Build Nebraska|2014 Post Special Campaign Statement|2014-03-24|2014-05-21|750.00|REDUCED|0.00|2014-11-04||||
3453|Dan Pittman for Sarpy County Assessor|2014 1st General Campaign Statement|2014-10-06|2014-10-07|25.00|PAID|||2014-11-24|Pittman|Dam|
3454|Dan Pittman for Sarpy County Assessor|2014 2nd General Campaign Statement|2014-10-27|2014-10-30|75.00|PAID|||2014-11-24|Pittman|Dan|
3462|NE Dental Hygienists PAC|2014 2nd General Campaign Statement|2014-10-27|2014-11-02|150.00|REDUCED|0.00|2015-01-28||||
