Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
NE STATE EDUCATION ASSOCIATION PAC|08CFL002539|99PAC00069|2008-05-08|2008-05-09|0|Hudson Bay Company -MOATS|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-06|3774|07FIS10930|S |||2008-07-17|nadc06|REX  J MOATS
NE STATE EDUCATION ASSOCIATION PAC|08CFL002540|99PAC00069|2008-05-08|2008-05-09|7770045|Hudson Bay Company -HAAR|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-06|1887|08FIS11036|S |||2008-07-18|nadc05|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|08CFL002541|99PAC00069|2008-05-08|2008-05-09|0|Hudson Bay Company -NEWELL|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-06|3774|99FIS08131|S |||2008-07-17|nadc06|DAVID R NEWELL
NE STATE EDUCATION ASSOCIATION PAC|08CFL002542|99PAC00069|2008-05-08|2008-05-09|0|Hudson Bay Company -KOPPLIN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-06|3774|99FIS09559|S |||2008-07-17|nadc06|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002551|99PAC00069|2008-05-09|2008-05-09|7770046|Hudson Bay Company  -SOPER|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-06|1887|07FIS10953|S |||2008-07-18|nadc05|TAMI C SOPER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002576|99PAC00069|2008-05-12|2008-05-13|7770153|Hudson Bay Company -GEORGE|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-12|1347.86|08FIS11024|S |||2008-07-17|nadc06|JAMES F GEORGE
NE STATE EDUCATION ASSOCIATION PAC|08CFL002577|99PAC00069|2008-05-12|2008-05-13|7770154|Hudson Bay Company -GLOOR|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-12|1347.86|07FIS10943|S |||2008-07-17|nadc06|MICHAEL R GLOOR
NE STATE EDUCATION ASSOCIATION PAC|08CFL002578|99PAC00069|2008-05-12|2008-05-13|7770155|Hudson Bay Company -LORENZEN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-12|1347.86|08FIS10973|S |||2008-07-17|nadc06|CARL A LORENZEN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002579|99PAC00069|2008-05-12|2008-05-13|7770156|Hudson Bay Company -MARVIN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-12|1347.86|99FIS09822|S |||2008-07-17|nadc06|DANIEL K MARVIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002580|99PAC00069|2008-05-12|2008-05-13|7770157|Hudson Bay Company -MELLO|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-12|1347.86|07FIS10952|S |||2008-07-17|nadc06|HEATH  MELLO
NE STATE EDUCATION ASSOCIATION PAC|08CFL002581|99PAC00069|2008-05-12|2008-05-13|7770158|Hudson Bay Company -NORDQUIST|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-12|1347.86|07FIS10897|S |||2008-07-17|nadc06|JEREMIAH  NORDQUIST
NE STATE EDUCATION ASSOCIATION PAC|08CFL002582|99PAC00069|2008-05-12|2008-05-13|7770159|Hudson Bay Company -SHOEMAKER|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-12|1347.86|08FIS11065|S |||2008-07-17|nadc06|DON   (CHUCK) C SHOEMAKER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002585|99PAC00069|2008-05-14|2008-05-15|7770160|Tyson Organization, Inc. -Elmshaeuser|1000 Macon Street, Ste 300|Fort Worth|TX|76102|8173356444|2008-05-12|598.26|07FIS10937|S |||2008-07-15|nadc05|KARL L ELMSHAEUSER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002586|99PAC00069|2008-05-14|2008-05-15|7770160|Tyson Organization, Inc. -Fehringer|1000 Macon Street, Ste 300|Fort Worth|TX|76102|8173356444|2008-05-12|598.26|99FIS03414|S |||2008-07-15|nadc05|BERNARD G FEHRINGER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002587|99PAC00069|2008-05-14|2008-05-15|7770162|Tyson Organization, Inc. -HAAR|1000 Macon Street, Ste 300|Fort Worth |TX|76102|8173356444|2008-05-12|1243.13|08FIS11036|S |||2008-07-18|nadc05|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|08CFL002588|99PAC00069|2008-05-14|2008-05-15|7770163|Hudson Bay Company -Kopplin|941 O Street, Ste 625|Lincoln|NE|68508|4024761010|2008-05-12|1243.13|99FIS09559|S |||2008-07-17|nadc06|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002589|99PAC00069|2008-05-14|2008-05-15|7770164|Hudson Bay Company -MOATS|941 O Street, Ste 625|Lincoln|NE|68508|4024761010|2008-05-12|1243.12|07FIS10930|S |||2008-07-17|nadc06|REX  J MOATS
NE STATE EDUCATION ASSOCIATION PAC|08CFL002590|99PAC00069|2008-05-14|2008-05-15|7770165|Hudson Bay Company -SULLIVAN|941 O Street, Ste 625|Lincoln|NE|68508|4024761010|2008-05-12|1243.12|07FIS10940|S |||2008-07-17|nadc06|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003153|99PAC00069|2008-10-23|2008-10-23|7820234|Clark Creative Services - Sullivan for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|2008-10-22|7500|07FIS10940|S |||2008-10-29|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003154|99PAC00069|2008-10-23|2008-10-23|7820235|Hudson Bay Company - Sullivan for Legislature|2006 1st Avenue N Suite 206 |Anoka|MN|55303|7635958447|2008-10-21|5771.2|07FIS10940|S |||2008-10-29|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003157|99PAC00069|2008-10-23|2008-10-24|0|Clark Creative Services - Sullivan for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|2008-10-22|7500|07FIS10940|S |||2008-10-29|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003158|99PAC00069|2008-10-23|2008-10-24|0|Hudson Bay Company - Sullivan for Legislature|2006 1st Avenue N Suite 206|Anoka|MN|55303|7635958447|2008-10-21|5771.2|07FIS10940|S |||2008-10-29|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003183|99PAC00069|2008-10-28|2008-10-28|7840036|Clark Creative Services - Sullivan for Legislature|514 south 13th Street|Omaha|NE|68102||2008-10-27|1996.31|07FIS10940|S |||2008-11-04|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003215|99PAC00069|2008-10-30|2008-10-31|7840037|Food in the Door, Inc. - Kopplin for Legislature|3901 S. 27th #32|Lincoln|NE|68502||2008-10-30|728|99FIS09559|S |||2008-11-04|nadc01|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003216|99PAC00069|2008-10-30|2008-10-31|7840038|FieldWorks - Kopplin for Legislature|2852 Connecticut Avenue, NW|Washington|DC|20008||2008-10-30|3333.33|99FIS09559|S |||2008-11-04|nadc01|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003217|99PAC00069|2008-10-30|2008-10-31|7840039|FieldWorks - Lorenzen 2008|2852 Connecticut Avenue, NW|Washington|DC|20008||2008-10-30|3333.33|08FIS10973|S |||2008-11-04|nadc01|CARL A LORENZEN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003218|99PAC00069|2008-10-30|2008-10-31|7840040|FieldWorks- Rex Moats for Legislature|2852 Connecticut Avenue, NW|Washington|DC|20008||2008-10-30|3333.33|07FIS10930|S |||2008-11-04|nadc01|REX  J MOATS
NE STATE EDUCATION ASSOCIATION PAC|08CFL003220|99PAC00069|2008-10-31|2008-11-03|7840153|Clark Creative Group - Sullivan for Legislature|514 South 13th Street|Omaha|NE|68102||2008-10-31|1300|07FIS10940|S |||2008-11-10|nadc06|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004504|99PAC00069|2010-05-12|2010-05-12|8240038|Meyer Associates Teleservices - Conrad for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-05-10|880|05FIS10057|S |||2010-06-01|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004505|99PAC00069|2010-05-12|2010-05-12|8240039|Meyer Associates Teleservices - Bob Krist for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-05-10|1340|09FIS11519|S |||2010-06-01|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004506|99PAC00069|2010-05-12|2010-05-12|8240040|Meyer Associates Teleservices - Kent Rogert for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-05-10|1600|05FIS10081|S |||2010-06-01|nadc06|KENT W ROGERT
NE STATE EDUCATION ASSOCIATION PAC|10CFL004507|99PAC00069|2010-05-12|2010-05-12|8240041|Meyer Associates Teleservices - Wallman for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-05-10|2000|05FIS10091|S |||2010-06-01|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004578|99PAC00069|2010-10-27|2010-10-28|8300167|Clark Creative - Mark Christensen for Legislature - 8300167|514 So 13th Street|Omaha|NE|68102|4023455800|2010-10-27|401.25|05FIS10041|S |||2011-01-26|nadc06|MARK R CHRISTENSEN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004579|99PAC00069|2010-10-27|2010-10-28|8300168|US Postal Service - Mark Christensen for Legislature||Omaha|NE|68131||2010-10-27|759.45|05FIS10041|S |||2010-11-05|nadc06|MARK R CHRISTENSEN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004580|99PAC00069|2010-10-27|2010-10-28|8300169|Clark Creative - Conrad for Legislature|514 S 13th Street|Omaha|NE|68102|4023455800|2010-10-25|4356|05FIS10057|S |||2010-11-05|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004581|99PAC00069|2010-10-27|2010-10-28|8300170|Clark Creative - Dierks for Legislature 2010|514 So 13th Street|Omaha|NE|68102|4023455800|2010-10-25|4461.61|99FIS00195|S |||2010-11-05|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004582|99PAC00069|2010-10-27|2010-10-28|8300171|Clark Creative - Dierks for Legislature 2010 - 8300171|514 So 13th Street|Omaha|NE|68102|4023455800|2010-10-27|374.5|99FIS00195|S |||2011-01-26|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004583|99PAC00069|2010-10-27|2010-10-28|8300172|US Postal Service - Dierks for Legislature 2010||Omaha|NE|68102||2010-10-27|881.56|99FIS00195|S |||2010-11-05|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004584|99PAC00069|2010-10-27|2010-10-28|8300173|Clark Creative - Burke Harr for Legislature - 8300173|514  So 13th Street|Omaha|NE|68102|4023455800|2010-10-27|347.75|10FIS11588|S |||2011-01-26|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004585|99PAC00069|2010-10-27|2010-10-28|8300174|US Postal Service - Burke Harr for Legislature||Omaha|NE|68102||2010-10-27|900.67|10FIS11588|S |||2010-11-05|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004586|99PAC00069|2010-10-27|2010-10-28|8300175|Clark Creative - Bob Krist for Legislature - 8300175|514 So 13th Street|Omaha|NE|68102|4023455800|2010-10-27|347.75|09FIS11519|S |||2011-01-26|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004587|99PAC00069|2010-10-27|2010-10-28|8300176|US Postal Service - Bob Krist for Legislature||Omaha|NE|68102||2010-10-27|722.77|09FIS11519|S |||2010-11-05|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004588|99PAC00069|2010-10-27|2010-10-28|8300177|Clark Creative - Kent Rogert for Legislature||Omaha|NE|68102||2010-10-25|4822.39|05FIS10081|S |||2010-11-05|nadc06|KENT W ROGERT
NE STATE EDUCATION ASSOCIATION PAC|10CFL004589|99PAC00069|2010-10-27|2010-10-28|8300178|Clark Creative - Wallman for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|2010-10-25|2514|05FIS10091|S |||2010-11-05|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004590|99PAC00069|2010-10-27|2010-10-28|8300179|Clark Creative - Teresa Whitehead for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|2010-10-25|7846|10FIS11837|S |||2010-11-05|nadc06|TERESA L WHITEHEAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004594|99PAC00069|2010-10-28|2010-10-29|8300180|Zata 3 Consulting, LLC - Mark Christensen for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|2010-10-28|3926|05FIS10041|S |||2010-11-05|nadc06|MARK R CHRISTENSEN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004595|99PAC00069|2010-10-28|2010-10-29|8300181|Zata 3 Consulting, LLC - Conrad for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|2010-10-28|2082|05FIS10057|S |||2011-02-04|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004596|99PAC00069|2010-10-28|2010-10-29|8300182|Zata 3 Consulting, LLC - Dierks for Legislature 2010|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|2010-10-28|3926|99FIS00195|S |||2010-11-05|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004597|99PAC00069|2010-10-28|2010-10-29|8300183|Zata 3 Consulting, LLC - Burke Harr for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|2010-10-28|3253.57|10FIS11588|S |||2010-11-05|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004598|99PAC00069|2010-10-28|2010-10-29|8300184|Zata 3 Consulting, LLC - Bob Krist for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|2010-10-28|3926|09FIS11519|S |||2010-11-05|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004599|99PAC00069|2010-10-28|2010-10-29|8300185|Zata 3 Consulting, LLC - McIntyre for State Board of Education|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|2010-10-28|5700|10FIS11684|S |||2010-11-05|nadc06|DENNIS J MCINTYRE
NE STATE EDUCATION ASSOCIATION PAC|10CFL004600|99PAC00069|2010-10-28|2010-10-29|8300186|Zata 3 Consulting, LLC - Kent Rogert for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|2010-10-28|2082|05FIS10081|S |||2010-11-05|nadc06|KENT W ROGERT
NE STATE EDUCATION ASSOCIATION PAC|10CFL004601|99PAC00069|2010-10-28|2010-10-29|8300187|Zata 3 Consulting, LLC - Teresa Whitehead for Legislature|458 New Jersey Avenue, SE|Washington |DC|20003|2023866024|2010-10-28|3253.57|10FIS11837|S |||2010-11-05|nadc06|TERESA L WHITEHEAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004609|99PAC00069|2010-10-29|2010-11-01|8310034|Unionist Printing - Burke Haar for Legislature|1309 NW Radial Hwy|Omaha|NE|68132|4025589500|2010-10-29|1035.9|10FIS11588|S |||2011-01-26|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004610|99PAC00069|2010-10-29|2010-11-01|8310035|Hudson Bay Company - Burke Haar for Legislature|11032 Vera Cruz Avenue N|Champlin|MN|55316|7636577066|2010-10-29|1410.94|10FIS11588|S |||2011-01-26|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004611|99PAC00069|2010-10-29|2010-11-01|8310036|Hudson Bay Company - Teresa Whitehead for Legislature - 8310036|11032 Vera Cruz Avenue N|Champlin|MN|55316|7636577066|2010-10-29|1117.06|10FIS11837|S |||2011-01-26|nadc06|TERESA L WHITEHEAD
NE STATE EDUCATION ASSOCIATION PAC|12CFL004791|99PAC00069|2012-05-07|2012-05-07|8660181|US. Postmaster - Bolz for Legislature|700 R Street|Lincoln|NE|68508||2012-05-07|1160.36|11FIS12202|S |||2012-05-14|nadc06|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004792|99PAC00069|2012-05-07|2012-05-07|8660182|US Postmaster - Mayhew for Legislature|700 R Street|Lincoln|NE|68508||2012-05-07|315.73|99FIS08506|S |||2012-05-14|nadc06|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004793|99PAC00069|2012-05-07|2012-05-07||US Postmaster - Ken Haar for Legislature|700 R Street|Lincoln|NE|68508||2012-05-07|528.9|08FIS11036|S |||2012-05-07|nadc01|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004794|99PAC00069|2012-05-07|2012-05-07||Unionist Printing - Bolz for Legislature|1309 NW Radial Highway|Omaha|NE|68132||2012-05-07|315.73|11FIS12202|S |||2012-05-07|nadc01|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004795|99PAC00069|2012-05-07|2012-05-07||Unionist Printing - Mayhew for Legislature|1309 NW Radial Highway|Omaha|NE|68132||2012-05-07|315.73|99FIS08506|S |||2012-05-07|nadc01|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004796|99PAC00069|2012-05-07|2012-05-07||Unionist Printing - Ken Haar for Legislature|1309 NW Radial Highway|Omaha|NE|68132||2012-05-07|528.9|08FIS11036|S |||2012-05-07|nadc01|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004797|99PAC00069|2012-05-07|2012-05-07|8660183|Unionist Printing - Bolz for Legislature|1309 NW Radial Highway|Omaha|NE|68132||2012-05-07|746.33|11FIS12202|S |||2012-05-14|nadc06|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004798|99PAC00069|2012-05-07|2012-05-07||Unionist Printing - Mayhew for Legislature|1309 NW Radial Highway|Omaha|NE|68132||2012-05-07|746.32|99FIS08506|S |||2012-05-07|nadc01|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004799|99PAC00069|2012-05-07|2012-05-07||Unionist Printing - Ken Haar for Legislature|1309 NW Radial Highway|Omaha|NE|68132||2012-05-07|1332.15|08FIS11036|S |||2012-05-07|nadc01|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004801|99PAC00069|2012-05-10|2012-05-10||Unionist Printing - Ken Haar for Legislature|1309 NW Radial Hwy|Omaha|NE|68132||2012-05-09|1429.13|08FIS11036|S |||2012-05-10|nadc01|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004802|99PAC00069|2012-05-10|2012-05-10||Unionist Printing - Bolz for Legislature|1309 NW Radial Hwy|Omaha|NE|68132||2012-05-09|804.92|11FIS12202|S |||2012-05-10|nadc01|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004803|99PAC00069|2012-05-10|2012-05-10|8660184|Unionist Printing - Mayhew for Legislature|1309 NW Radial Hwy|Omaha|NE|68132||2012-05-09|804.92|99FIS08506|S |||2012-05-14|nadc06|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004806|99PAC00069|2012-05-11|2012-05-11|8660185|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||2012-05-11|928.23|08FIS11036|S |||2012-05-14|nadc06|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004807|99PAC00069|2012-05-11|2012-05-11|8660186|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||2012-05-11|2968.68|11FIS12202|S |||2012-05-14|nadc06|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004808|99PAC00069|2012-05-11|2012-05-11|8660187|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||2012-05-11|2968.68|99FIS08506|S |||2012-05-14|nadc06|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004809|99PAC00069|2012-05-11|2012-05-11|8660188|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||2012-05-11|300|99FIS09471|S |||2012-05-14|nadc06|GWEN E HOWARD
NE STATE EDUCATION ASSOCIATION PAC|12CFL004810|99PAC00069|2012-05-11|2012-05-11|8660189|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||2012-05-11|329.02|12FIS12236|O |||2012-06-05|nadc05|MICHAEL J SMITH
NE STATE EDUCATION ASSOCIATION PAC|12CFL004813|99PAC00069|2012-05-15|2012-05-15|8660241|Unionist Printing|1309 N. W. Radial Highway|Omaha|NE|68132|4025589500|2012-05-15|1698.11|12FIS12236|O |||2012-06-05|nadc05|MICHAEL J SMITH
NE STATE EDUCATION ASSOCIATION PAC|14CFL005318|99PAC00069|2014-05-13|2014-05-13|9150239|CHISM STRATEGIES - Bill Kintner|2906 NORTH STATE STREET, STE 302|JACKSON|MS|39216|6019820231|2014-05-12|2500|12FIS12238|O |||2014-05-19|nadc01|WILLIAM K KINTNER
NE STATE EDUCATION ASSOCIATION PAC|14CFL005416|99PAC00069|2014-10-31|2014-10-31|9250139|Clark Creative-Pete Ricketts for Governor|514 South 13th Street|Omaha|NE|68102||2014-10-28|8000|13FIS12708|O |||2014-11-04|nadc06|JOHN "PETE"  RICKETTS
NE STATE EDUCATION ASSOCIATION PAC|14CFL005425|99PAC00069|2014-11-03|2014-11-03|9260034|Clark Creative - Gwenn Aspen for Legislature|514 South 13th Street|Omaha|NE|68102||2014-10-31|535|13FIS12713|O |||2014-11-10|nadc06|GWENNIVIERE W ASPEN
NE STATE EDUCATION ASSOCIATION PAC|14CFL005426|99PAC00069|2014-11-03|2014-11-03|9260035|US Postmaster-Gwenn Aspen for Legislature||Lincoln|NE|68509||2014-10-29|521.75|13FIS12713|O |||2014-11-10|nadc06|GWENNIVIERE W ASPEN
NE STATE EDUCATION ASSOCIATION PAC|14CFL005436|99PAC00069|2014-11-10|2014-11-10|9260116|ANCMS|8100 SOUTH 13TH STREET|LINCOLN|NE|68512|4024211083|2014-11-07|1183.74|13FIS12713|S |||2014-11-18|nadc06|GWENNIVIERE W ASPEN
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|10CFL004612|06PAC00150|2010-10-29|2010-11-01|0|Three Eagles Communications - Schumacher for Legislature|1418 25th Street|Columbus|NE|68601|4025642866|2010-10-29|1823.76|99FIS00325|O |||2010-11-01|nadc06|PAUL M SCHUMACHER
NE VOTER EDUCATION PROJECT|06CFL000392|99PAC00137|2006-05-08|2006-05-08|7300146|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024766583|2006-05-08|3434|05FIS10085|S |||2006-05-15|nadc06|LYNNE S ANDERSON
NE VOTER EDUCATION PROJECT|06CFL000393|99PAC00137|2006-05-08|2006-05-08|7300147|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024766583|2006-05-08|3434|05FIS10037|S |||2006-05-15|nadc06|ANNETTE  DUBAS
NE VOTER EDUCATION PROJECT|06CFL000394|99PAC00137|2006-05-08|2006-05-08|7300148|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024766583|2006-05-08|1717|05FIS09988|S |||2006-05-15|nadc06|MARK   MUNGER 
NE VOTER EDUCATION PROJECT|06CFL000395|99PAC00137|2006-05-08|2006-05-08|7300149|goldenrod printing|2801 cornhusker hwy|lincoln|NE|68504||2006-05-04|1487.3|99FIS05659|O |||2006-05-15|nadc06|KATHERINE F WILMOT
NE VOTER EDUCATION PROJECT|06CFL000396|99PAC00137|2006-05-08|2006-05-08||Hudson Bay|941 o street suite 625|lincoln|NE|68508||2006-05-08|1717|05FIS09994|S |||2006-05-10|nadc06|WILLIAM (BILL)  P AVERY
NE VOTER EDUCATION PROJECT|06CFL000397|99PAC00137|2006-05-08|2006-05-08|7300150|United States Postal Service|700 r street|lincoln|NE|68508||2006-05-04|1554.66|99FIS05659|O |||2006-05-15|nadc06|KATHERINE F WILMOT
NE VOTER EDUCATION PROJECT|06CFL000413|99PAC00137|2006-05-11|2006-05-11|7300161|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024761645|2006-05-09|2298|05FIS10085|S |||2006-05-15|nadc06|LYNNE S ANDERSON
NE VOTER EDUCATION PROJECT|06CFL000414|99PAC00137|2006-05-11|2006-05-11|7300162|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024761645|2006-05-09|2298|05FIS10037|S |||2006-05-15|nadc06|ANNETTE  DUBAS
NE VOTER EDUCATION PROJECT|06CFL000415|99PAC00137|2006-05-11|2006-05-11|7300163|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024761645|2006-05-09|1149|05FIS09988|S |||2006-05-15|nadc06|MARK   MUNGER 
NE VOTER EDUCATION PROJECT|06CFL000416|99PAC00137|2006-05-11|2006-05-11||Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024761645|2006-05-09|1149|05FIS09994|S |||2006-05-12|nadc06|WILLIAM (BILL)  P AVERY
NEBRASKA LEADERSHIP COMMITTEE |12CFL004843|12IRC00505|2012-10-31|2012-10-31|8730123|Victory Enterprises|5200 SW 30th St Ste 7|Davenport |IA|52802|5638844444|2012-10-30|6630.32|11FIS12209|O |||2012-11-06|nadc06|RICHARD L KOLOWSKI
NEBRASKA LEADERSHIP COMMITTEE |12CFL004845|12IRC00505|2012-11-05|2012-11-05|8730217|Meridian Central LLC|2937 S 120th St|Omaha|NE|68144|4029659420|2012-11-04|2500|99FIS09237|S |||2012-11-13|nadc06|DANIEL W WATERMEIER
NEBRASKA-PAC (DISSOLVED)|06CFL002172|99PAC00092|2006-10-30|2006-10-30|0|United Enterprises, Creative Reservoir, US Post Office||Omaha|NE|68108||2006-11-01|2663.19|06FIS10429|S |||2006-11-06|nadc06|JOHN E NELSON
NEBRASKA-PAC (DISSOLVED)|06CFL002173|99PAC00092|2006-10-30|2006-10-30||United Enterprises, Creative Reservoir, US Post Office||Omaha|NE|68108||2006-11-01|2102.86|06FIS10239|S |||2006-11-06|nadc06|STEPHEN J GUITTAR
NEBRASKA-PAC (DISSOLVED)|06CFL002174|99PAC00092|2006-10-30|2006-10-30||United Enterprises, Creative Reservoir, US Post Office||Omaha|NE|68108||2006-10-27|2102.86|06FIS10239|S |||2006-11-06|nadc06|STEPHEN J GUITTAR
NEBRASKA-PAC (DISSOLVED)|06CFL002175|99PAC00092|2006-10-30|2006-10-30||United Enterprises, Creative Reservoir, US Post Office||Omaha|NE|68108||2006-10-27|1562.88|99FIS03072|S |||2006-11-06|nadc06|JOHN (BRAD) B ASHFORD
NEBRASKA-PAC (DISSOLVED)|06CFL002183|99PAC00092|2006-11-02|2006-11-02||Creative Reservoir, USPS, United Enterprises Mail Marketing|||AL|||2006-10-27|1995.85|06FIS10429|S |||2006-11-06|nadc06|JOHN E NELSON
