Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
14CAC01878|STACY RYAN FOR LEGISLATURE (DISSOLVED)|640 N. 159TH STREET|OMAHA|NE|68118|C|2014-03-12|2014-03-11|I||||2014-03-05|||||||||2015-01-20|2014-11-04|G||1
13CAC01854|STALNAKER FOR LEGISLATURE|12311 SEWARD STREET|OMAHA|NE|68154|C|2013-12-19|2013-12-18|I||||2013-12-13||||||||||2014-11-04|G||1
99CAC00058|STAN MATZKE JR. FOR LEGISLATURE|20100 South 148th Street,|BENNET |NE|68317|C|1998-03-04|1998-03-04|I||0| |1998-03-04|       |          |||||||1999-01-26|1998-05-04|P|0|0
99CAC00362|STARR LEHL FOR MAYOR|680 16th Street,|GERING|NE|69341|C|1998-10-05|1998-10-01|I|Support                                           |0|I|1998-10-05|       |          |||||||1999-10-12|1998-05-04|P|0|0
99CAC00422|STATE ELECTION COMMITTEE REPUBLICAN|123 ANYWHERE|LINCOLN|NE|68505|C|1900-01-01|1900-01-01|I||0|I|1900-01-01||99IRC00064||||||R|1978-01-01|2000-05-02|P|0|0
99PAC00085|STATE HEALTH PAC|1919 AKSARBEN DRIVE|OMAHA|NE|68106|S|1982-06-01|1982-06-01|I||0|I|1982-06-01||||||||||2012-11-08|G||
99PPC00052|STATE SENATOR PAY RAISE|128 ANYWHERE|LINCOLN|NE|68521| |1990-01-01|1990-01-01|I||0|I|1990-01-01||99IRC00060||||||R|1900-01-01|1990-01-01|P|0|0
99PAC00086|STATE TROOPERS ASSOCIATION OF NE, INC. PAC|150 NW 40TH STREET|LINCOLN|NE|68528|S|1993-03-18|1993-03-18|I||0|I|1993-03-18||||||||||2008-11-04|G||
12BQC00327|STAY EQUAL OMAHA (DISSOLVED 2013)|319 S. 17TH STREET SUITE 210|OMAHA|NE|68102|B|2012-11-13||I|An Initiative to repeal the Omaha Equal Employment Ordiance|1||2012-11-08|||||||||2013-04-18|2013-05-14|||
13IRC00512|STAY EQUAL OMAHA PAC (DISSOLVED 2014)|319 SOUTH 17TH STREET, SUITE 210|OMAHA|NE|68102|I|2013-04-18|2013-04-17|I||||2013-04-17|||||||||2014-01-08|2013-05-14|G||
99PAC00131|STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|13505 B ST|OMAHA|NE|68144|S|2003-01-28|2003-01-24|I||0|I|2003-01-24||||||||||2012-11-08|G||
14CAC01979|STEELE FOR GI CITY COUNCIL WARD 2 (DISSOLVED)|2405 SANTA FE CIRCLE|GRAND ISLAND|NE|68801|C|2014-09-25|2014-09-24|I||||2014-08-11|||||||||2015-09-14|2014-11-04|G|1|
08CAC01320|STEINER FOR DOULAS COUNTY COMMISSIONER|6255 NORTHERN HILLS DRIVE|OMAHA|NE|68152|C|2008-12-23|2008-12-22|I||||2008-12-10|||||||||2009-01-13|2008-11-04|G||
99CAC00112|STEINMAN FOR COUNTY COMMISSIONER|4701 Van Dorn Street,|LINCOLN|NE|68506|C|1993-12-10|1993-12-10|I||0|I|1993-12-10|       |          |||||||2000-02-11|1998-05-04|P|0|0
09CAC01381|STENBERG FOR STATE TREASURER|17617 SOUTH 259TH STREET|GRETNA|NE|68028|C|2009-09-25|2009-09-25|I||||2009-10-26||||||||||2014-11-04|G||1
14CAC01861|STEVE CHARMICHAEL FOR BELLVUE CITY COUNCIL (NR)||OMAHA |NE|68114|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2013-10-01|||
12CAC01613|STEVE DAWES FOR BELLEVUE CITY COUNCIL(NOT REGISTER|NOT A REGISTERED COMMITTEE|BELLEVUE|NE|68157|C|2012-01-24||||||9999-12-31|||||||||||||
99CAC00264|STEVE GLENN FOR AIRPORT AUTHORITY (DISSOLVED)|1212 &#39;O&#39; STREET,|LINCOLN|NE|68508|C|1997-03-27|1997-03-27|I||0|I|1997-03-27|       |          |||||||2000-06-27|2003-05-04|G|0|0
15CAC02096|STEVE HALLORAN FOR LEGISLATURE|11520 W HIGHWAY 6 |JUNIATA|NE|68955|C|2015-09-16|2015-09-14|I||||2015-09-11||||||||||2016-05-10|P||1
06CAC00785|STEVE HESPEN FOR SHERIFF COMMITTEE|2150 ROSEDALE ROAD|FREMONT |NE|68025|C|2006-01-19|2006-01-18|I||||2006-01-13||||||||||2006-11-07|P||
14CAC01860|STEVE HOWARD FOR LEGISLATURE|16617 HARNEY STREET|OMAHA|NE|68118|C|2014-01-17|2014-01-17|I||||2014-01-08||||||||||2014-05-13|P||
06CAC01006|STEVE JUSSEL FOR NRD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|ZIP NOT VALID|NE|99999-9999|C|9999-12-31||||||9999-12-31|||||||||||||
08CAC01225|STEVE KNUTSON FOR BELLEVUE CITY COUNCIL (NR)|817 NORTH 4TH STREET|ZIP NOT VALID|NE|68995|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|G||
10CAC01548|STEVE KUTSON FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|PAPILLION|NE|68133|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
99CAC00104|STEVE SCHERR FOR LEGISLATURE|P.O. BOX 1065|HASTINGS|NE|68902|C|1998-05-01|1998-05-01|I||0|I|1998-05-01|||||||||2006-01-30|2004-11-02|G||1
11CAC01562|STEVE SCHREINER FOR PAPILLION SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|PAPILLION|NE|68046|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
08CAC01247|STEVE SMITH FOR NRD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|IMPERIAL|NE|69033|C|1900-01-01|1900-01-01|I||||2008-11-01||||||||||2008-11-04|G||
99CAC00124|STEVE WACKER FOR STATE AUDITOR (DISSOLVED)|9155 PIONEER COURT,|LINCOLN|NE|68520|C|1997-09-29|1997-09-29|I||0|I|1997-09-29|       |          |||||||1999-12-20|1998-05-04|P|0|0
14CAC01938|STEVEN TWOHIG FOR SAUNDERS COUNTY ATTORNEY|18676 OREGON CIRCLE|ELKHORN|NE|68022|C|2014-05-02|2014-05-02|I||||2014-05-01||||||||||2014-05-13|P||
99CAC00603|STEVENS FOR COMMISSIONER|3411 HANSON CT|LINCOLN|NE|68502|C|2002-05-09|2002-05-07|I||0|I|2002-05-01|||||||||2012-01-31|2006-11-07|G|1|1
14CAC01892|STEWART FOR NEBRASKA|509 WEST MILITARY AVE|FREMONT |NE|68025|C|2014-04-02|2014-04-01|I||||2014-03-28||||||||||2014-11-04|G||1
10CAC01394|STEWART FOR SECRETARY OF STATE|509 WEST MILITARY AVENUE; PO BOX 1611|FREMONT |NE|68025|C|2010-01-11|2010-01-11|I||||2010-01-11|||||||||2011-01-10|2010-11-09|G||1
14CAC01858|STINNER FOR LEGISLATURE|1510 BROADWAY|SCOTTSBLUFF|NE|69361|C|2014-01-16|2014-01-14|I||||2014-01-12||||||||||2014-05-13|||
99BQC00088|STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|2800 S 19 ST|LINCOLN|NE|68502|B|2003-12-01|2003-12-01|I|AMEND LB775 TO PROHIBIG NEW AGREEMENTS            |0|I|2004-11-02||99IRC00356||||||R|2005-02-28|2004-11-02|G|0|0
06BQC00146|STOP INITIATIVE 423|3724 LINCOLN BLVD|OMAHA|NE|68131|B|2006-10-31|2006-10-31|I|INITIATIVE MEASURE 423|1|I|2006-10-30|||||||||2007-01-16|2006-11-07|G||
06BQC00135|STOP OVER SPENDING NEBRASKA (DISSOLVED)|3641 NORTH HWY 83|NORTH PLATTE|NE|69101|B|2006-05-24|2006-05-24|I|INITIATIVE MEASURE 423|0|I|2006-05-15|||||||||2008-02-11|2006-11-07|G||
99BQC00025|STOP THE TAX LID|1014 N. 32nd Street,|OMAHA|NE|68131|B|1998-10-14|1998-10-14|I||0| |1998-10-14|       |          |||||||1998-12-24|1998-11-04|G|0|0
99CAC00355|STORMY DEAN FOR SCHOOL BOARD|5135 South 83rd Street,|OMAHA |NE|68127|C|1998-09-04|1998-09-04|I||0|I|1998-09-04|       |          |||||||2000-01-17|1998-05-04|P|0|0
99CAC00581|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE (DISSOLVED)|451 S. 16TH STREET, #211|BLAIR|NE|68008|C|2002-02-21|2002-02-20|I||0|I|2002-02-19|||||||||2006-02-09|2002-11-05|G||1
06CAC00766|STOTHERT FOR LEGISLATURE (2006) (DISSOLVED)|5909 S. 118TH PLAZA|OMAHA|NE|68137|C|2006-01-03|2005-12-30|I||||2005-12-30|||||||||2009-02-03|2006-05-06|P||
99CAC00635|STRAND FOR CITY COUNCIL|233 SOUTH 13TH STREET, STE 800|LINCOLN|NE|68508|C|2002-12-16|2002-12-16|I||0|I|2002-12-07||99IRC00331||||||R|2003-08-12|2003-04-08|P|0|0
99CAC00701|STRIGENZ FOR PUBLIC DEFENDER|16523 HILO CIRCLE|PAPILLION|NE|68046|C|2004-10-05|2004-10-04|I||0|I|2004-10-01||||||||||2012-11-16|G||1
13CAC01834|STROUP FOR LEGISLATURE|33824 RD 711|BENKELMAN|NE|69021|C|2013-10-09|2013-10-07|I||||2013-09-04||||||||||2014-05-13|P||
99CAC00436|STU DORAN FOR DISTRICT 66 BOARD|1001 FARNAM ST|OMAHA|NE|68102|C|2000-03-21|2000-03-20|I||0|I|2000-03-20||99IRC00082||||||R|2003-09-19|2000-05-09|P|0|1
15CAC02045|STU DORNAN FOR ESU #3-3 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68124|C|9999-12-31||||||9999-12-31|||||||||||||
99CAC00094|STUHR FOR LEGISLATURE COMMITTEE|520 ROAD 20|BRADSHAW|NE|68319|C|1994-04-21|1994-04-21|I||0|I|1994-04-21|||||||||2006-12-31|2002-11-05|G||1
99CAC00140|SUBBY ANZALDO FOR CITY COUNCIL (DISSOLVED)|212 EMPIRE STATE BUILDING, 300 SOUTH 19TH STREET|OMAHA|NE|68102|C|1989-01-19|1989-01-19|I||0|I|1989-01-19|       |          |||||||2000-06-28|1997-05-04|P|0|0
99CAC00140|SUBBY ANZALDO FOR CITY COUNCIL (DISSOLVED)|212 EMPIRE STATE BUILDING, 300 SOUTH 19TH STREET|OMAHA|NE|68102|C|2000-06-28|2000-06-27|A||0|I|1989-01-19|       |          |||||||2000-06-28|1997-05-04|G|0|0
06CAC00915|SUE FIX FOR LEGISLATURE #30 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|CORTLAND|NE|68331|C|2006-05-16||||||9999-12-31|||||||||||||
06CAC00888|SUE FLECK FOR LINCOLN COUNTY TREASURER (NR)|NOT A REGISTERED COMMITTEE|NORTH PLATTE|NE|69101|C|2006-05-03||||||9999-12-31|||||||||||||
99CAC00592|SUE KIRKLAND FOR CLERK OF THE DISTRICT COURT|3006 SAN AGUSTIN DRIVE|LINCOLN |NE|68516|C|2002-03-26|2002-03-25|I||0|I|2002-03-17|||||||||2014-01-22|2006-11-07|P||1
08CAC01069|SULLIVAN FOR LEGISLATURE|816 W CEDAR/PO BOX 130|CEDAR RAPIDS|NE|68627|C|2008-01-08|2008-01-08|I||||2008-01-07||||||||||2012-11-06|G||1
99CAC00095|SUNDAY FOR BUTLER COUNTY SHERIFF|1018 L Street,|DAVID CITY|NE|68632|C|1998-06-23|1998-06-23|I||0| |1998-06-23|       |          |||||||1999-01-05|1998-05-04|P|0|0
06IRC00465|SUPPORT ELKORN VALLEY STUDENTS (NOT REGISTERED)|601 SOUTH MADISON STREET|TILDEN|NE|68781|C|2006-01-23|2006-01-20|I||||1978-01-01||||||||||2005-12-31|||
13BQC00333|SUPPORT OMAHA BUSINESS COMMITTEE (NOT REGISTERED)|NOT REGISTERED|OMAHA |NE|68114|B|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2013-04-13|||
06IRC00467|SUPPORT THE KID COMMITTEE (NOT REGISTERED)|927 WEST MEDICINE RD|Wellfleet|NE|69170|C|2006-01-23|2006-01-20|I||||1978-01-01||||||||||2005-12-31|||
99BQC00047|SUPPORTERS OF AMBULANCE VALUE (DISSOLVED)|233 SOUTH 13TH STREET SUITE 800|LINCOLN|NE|68508|B|2000-08-22|2000-08-22|I|CREATION OF AN INDEPENDENT AMBULANCE AUTHORITY FOR|0|I|2000-08-14|SAVE   |99IRC00155||||||R|2001-01-16|2000-11-07|G|0|0
12BQC00306|SUPPORTERS OF NORRIS BOND ISSUE (NOT REGISTERED)||HICKMAN|NE|68372|B|1900-01-01|1900-01-01|I|School Bond Issue|||1900-01-01||||||||||1900-01-01|||
12IRC00502|SUPPORTERS TO ELECT ERNIE CHAMBERS (DISSOLVED) |4707 N 34TH AVE|OMAHA|NE|68111|I|2012-07-23|2012-07-23|I||||2012-07-12|||||||||2013-05-02|2012-11-06|G||
14BQC00379|SUPPORTING PATRONS OF OUR KIDS (NOT REGISTERED)|NOT REGISTERED|BIG SPRINGS|NE|69122|B|1900-01-01|1900-01-01|I||||1900-01-01||||||||||1900-01-01|||
10IRC00495|SURVEY NEBRASKA|1120 K STREET, SUITE 200|LINCOLN|NE|68508|R|2010-10-26|2010-10-25|I||||2010-10-22||||||||||2010-11-02|G||
09CAC01352|SUSAN HAAS-TIEHEN FOR RALSTON BOARD OF ED #54 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68521|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
99CAC00180|SUSAN HILT FOR COUNTY CLERK|875 South 35th Street,|LINCOLN|NE|68510|C|1998-05-28|1998-05-28|I||0|I|1998-05-28|       |          |||||||1999-04-02|1998-05-04|P|0|0
08CAC01310|SUSAN PEPLOW FOR SOUTH SARPY SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68504|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
12CAC01606|SUSAN SCOTT FOR LEGISLATURE |5343 COOPER AVE|LINCOLN|NE|68506|C|2012-01-05|2012-01-05|I||||2011-12-27|||||||||2012-06-19|2012-05-15|P||
07CAC01067|SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|5343 COOPER AVENUE|LINCOLN|NE|68506|C|2007-12-31|2007-12-31|I||||2007-12-18|||||||||2010-01-06|2008-11-07|G||1
12CAC01713|SUSAN SMITH FOR LEGISLATURE (DISSOLVED)|PO BOX 540351|OMAHA|NE|68154|C|2012-10-09|2012-10-04|I||||2012-09-28|||||||||2013-01-18|2012-11-06|G||1
14CAC01997|SUSAN STEWARD FOR PALMYRA SCHOOL BOARD (NR)||LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|||
10CAC01550|SUSAN WIEDMAN FOR MAYOR (NOT REGISTERED)|980 6TH STREET|SCOTTSBLUFF|NE|69361|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2010-11-02|||
15CAC02059|SUSAN ZINGLER FOR ELKHORN SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|ELKHORN|NE|68022|C|9999-12-31||||||9999-12-31|||||||||||||
08BQC00217|SUTHERLAND POOL COMMITTEE (NOT REGISTERED)|NOT REGISTERED|SUTHERLAND|NE|69165|B|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|G||
09BQC00249|SUTTON KID'S FIRST|110 RD F|SUTTON|NE|68979|B|1900-01-01|1900-01-01|I||||1900-01-01||||||||||1900-01-01|||
15CAC02097|SUZANNE C. GEIST FOR LEGISLATURE|4500 SOUTH 80TH STREET |LINCOLN |NE|68516|C|2015-09-16|2015-09-14|I||||1900-01-01||||||||||2016-05-10|P||1
09CAC01367|SVOBODA FOR CITY COUNCIL|7309 SKYHAWK CIRCLE|LINCOLN|NE|68506|C|2009-03-09|2009-03-09|I||||2009-02-28|||||||||2012-10-16|2009-04-07|G||1
99CAC00008|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)|7309 SKYHAWK CIRCLE|LINCOLN|NE|68506|C|1999-02-01|2007-01-05|I||0|I|1999-03-09|||||||||2006-09-18|2001-05-01|G|1|1
06CAC00937|SVOBODA FOR MAYOR|7309 SKYHAWK CIRCLE|LINCOLN|NE|68506|C|2006-09-26|2006-09-26|I||||2006-09-18|||||||||2010-04-05||||
06CAC00812|SWANSON FOR LEGISLATURE|3353 WOODS AVE|LINCOLN|NE|68510|C|2006-03-23|2006-03-22|I||||2006-03-14|||||||||2008-02-12|2006-05-09|P||
08CAC01194|SYNOWIECKI FOR LEARNING COMMUNITY (DISSOLVED)|2451 S. 27TH AVENUE|OMAHA|NE|68105|C|2008-09-22|2008-09-19|I||||2008-09-15|||||||||2015-05-18|2008-11-04|G||
15CAC02082|SYNOWIECKI FOR LEGISLATURE|2451 S 27TH AVE|OMAHA|NE|68105|C|2015-05-18|2015-05-18|I||||2008-09-15|||||||||||P||1
99CAC00584|SYNOWIECKI FOR LEGISLATURE (DISSOLVED)|2451 S 27TH AVE|OMAHA|NE|68105|C|2002-02-28|2002-02-28|I||0|I|2002-03-01|||||||||2008-09-22|2004-11-02|G|1|1
06IRC00466|SYRACUSE FOUNDATION (NOT REGISTERED)|PO BOX 41|SYRACUSE|NE|68446|C|2006-01-23|2006-01-20|I||||1978-01-01||||||||||2005-12-31|||
99CAC00098|TAGART FOR TREASURER (DISSOLVED)|7620 KENNELLEY DRIVE,|LINCOLN |NE|68516|C|1998-06-09|1998-06-09|I||0| |1998-06-09|       |          |||||||1999-01-22|1998-05-04|P|0|0
15CAC02079|TAI PLEASANT FOR AIRPORT AUTHORITY (NOTREGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68528|C|9999-12-31||||||9999-12-31|||||||||||||
99CAC00334|TAKECHI FOR CITY COUNCIL COMMITTEE (DISSOLVED)|10306 REGENCY PARKWAY DRIVE,|OMAHA |NE|68114|C|1980-01-08|1980-01-08|I||0| |1980-01-08|       |          |||||||1999-01-15|1993-11-04|G|0|0
99CAC00335|TAKECHI FOR REGISTER OF DEEDS (DISSOLVED)|2580 S 90TH ST|OMAHA|NE|68124|C|1996-04-22|1996-04-22|I||0|I|1996-04-22|||||||||2009-03-05|2004-11-04|G||
06CAC00811|TAMKE FOR SHERIFF COMMITTEE (DISSOLVED)|2195 N BROAD STREET|FREMONT |NE|68025|C|2006-03-22|2006-03-20|I||||2006-03-16|||||||||2006-08-28|2006-05-09|P||
07CAC01061|TANYA COOK FOR LEGISLATURE|9632 NORTH 34TH STREET|OMAHA|NE|68112|C|2007-12-17|2007-12-17|I||||2007-12-17||||||||||2012-11-06|G|1|1
99BQC00042|TASK FORCE FOR KIDS|2195 NO. BROAD STREET|FREMONT |NE|68025|B|2000-06-01|2000-05-31|I|CITY OF FREMONT SCHOOL BOND                       |0|I|2000-05-26|||||||||2014-10-24|2000-08-29|G||
99CAC00568|TAXPAYERS FOR MILLS (2002)|5146 PINE ST|OMAHA|NE|68106|C|2001-10-31|2001-10-30|I||0|I|2001-10-28||99IRC00248||||||R|2003-01-10|2002-11-05|G|0|1
11BQC00290|TAXPAYERS PUTTING OMAHA FIRST (DISSOLVED)|1411 HARNEY STREET, SUITE 200|OMAHA|NE|68102|B|2011-01-12|2011-01-10|I|MAYOR SUTTLE RECALL|1|R|2011-01-10|||||||||2011-06-28|2011-01-25|G||
14BQC00406|TEAM CHADRON (DISSOLVED)|226 BORDEAUZ STREET|CHADRON|NE|69337|I|2014-12-01|2014-11-18||1/2 CENT SALES TAX INITIATIVE FOR POOL|0|I|2014-10-20|||||||||2015-11-13|2014-11-04|G||
15PAC00184|TEAMSTERS LOCAL #554 PAC|4349 S 90TH STREET |OMAHA |NE|68127|P|2015-07-27|2015-07-23|I||||2015-07-23||||||||||1900-01-01|P||
06CAC00996|TED PIEPHO FOR COUNTY CLERK (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-11-03||I||||9999-12-31|||||||||||||
08CAC01235|TERESA VANN FOR LEARNING COMMUNITY (NR)|14457 PATRICK AVENUE|OMAHA|NE|68116|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|||
10CAC01422|TERESA WHITEHEAD FOR LEGISLATURE (DISSOLVED)|6201 KENTUCKY ROAD|PAPILLION|NE|68133|C|2010-04-01|2010-03-31|I||||2010-03-26|||||||||2011-01-11|2010-11-02|G||1
14CAC02017|TERRENCE KUBICEK FOR SCC BOARD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|G||
12CAC01723|TERRY DALE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|BELLEVUE|NE|68157|C|2012-10-15||||||9999-12-31|||||||||||||
15CAC02072|TERRY FOR SCHOOL BOARD(DISSOLVED)|3830 SHERIDAN BLVD|LINCOLN|NE|68506|C|2015-03-05|2015-03-05|I||||2015-02-25|||||||||2015-07-09|2015-04-07|P||1
12CAC01749|TERRY GILLAND SCOTTSBLUFF SCHOOL BOARD - NR|2418 6TH AVENUE|SCOTTSBLUFF|NE|69361|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2012-11-06|||
99CAC00389|TERRY KUBICEK FOR MAYOR COMMITTEE|1800 SOUTH 53RD STREET|LINCOLN|NE|68506|C|1999-04-13|1999-04-13|I||0|I|1999-04-03|       |99IRC00002|||||||1999-04-22|1999-04-06|P|0|0
99CAC00491|TESSMAN FOR STATE LEGISLATURE|209 WEST 9TH STREET, STE E & F|HASTINGS|NE|68901|C|2000-06-02|2000-06-02|I||0|I|2000-06-01||99IRC00139||||||R|2000-06-02|2000-05-09|P|0|0
12CAC01748|THAD MURREN FOR CITY COUNCIL - NOT REGISTERED|600 EAST BLUFF|NORFOLK|NE|68701|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2012-11-06|||
99CAC00547|THE COMMITTEE TO ELECT CHUCK SIGERSON|4620 SOUTH 143RD STREET|OMAHA|NE|68137|C|2001-02-13|2001-02-09|I||0|I|2001-02-06||||||||||2009-05-12|G||
99CAC00707|THE COMMITTEE TO ELECT MARY SUE OFFERJOST|4606 LONGVIEW STREET|PAPILLION|NE|68133|C|2004-10-25|2004-10-22|I||0|I|2004-10-20||99IRC00430||||||R|2005-01-12|2004-11-02|G|0|0
06CAC00789|THE COMMITTEE TO RE-ELECT REGENT BOB WHITEHOUSE|1015 E. CARY STREET|PAPILLION|NE|68046-0000|C|2006-02-08|2006-02-07|I||||2006-02-16||||||||||2012-11-06|G||
15BQC00424|THE PLAIN TALK|2525 N STREET|LINCOLN|NE|68510|B|2015-10-19|2015-10-16||Bennet/Palmyra ORZ School Bond|0||2014-09-09||||||||||2015-11-10|G||
99CAC00179|THE PRICE IS RIGHT FOR EDUCATION CAMPAIGN (DISSOLV|6412 CHESTERFIELD CT.,|LINCOLN|NE|68510|C|1997-04-01|1997-04-01|I||0| |1997-04-01|       |          |||||||1999-03-12|1997-11-04|G|0|0
99CAC00085|THE PRICE IS RIGHT FOR LEGISLATURE (DISSOLVED)|2430 NORTH 87TH STREET|LINCOLN|NE|68507|C|1998-04-16|1998-04-16|I||0|I|1998-04-16|||||||||2014-12-29|2002-11-05|G|1|1
14BQC00390|THE TIME IS NOW! COMMITTEE (NOT REGISTERED)|112 N 13TH ST |TEKAMAH|NE|68061|B|1900-01-01||I||0||1900-01-01|||||||||||||
08PPC00059|THIRD CONGRESSIONAL DISTRICT DEMOCRATS (NR)|1021 6TH STREET|ST. PAUL|NE|68873|T|1900-01-01|1900-01-01|I||||1900-01-01||||||||||1900-01-01|P||
99CAC00294|THOMAS A. O'HARA FOR SARPY COUNTY COMMISSIONER|517 Bellevue Boulevard, North,|BELLEVUE|NE|68005|C|1996-04-25|1996-04-25|I||0|I|1996-04-25|       |          |||||||2001-07-10|2000-11-07|G|0|1
10CAC01543|THOMAS GRIMM FOR DO. CO. WEST BD. OF ED. (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68102|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
11CAC01580|THOMAS MULLIGAN FOR OMAHA CITY COUNCIL (DISSOLVED)|12311 CHARLES STREET|OMAHA|NE|68154|C|2011-06-07|2011-06-07|I||||2011-05-28|||||||||2014-08-26|2013-04-02|P||
14CAC01958|THOMAS P. HERZOG CAMPAIGN FUND(DISSOLVED)|117 NORTH 4TH STREET|ONEIL|NE|68763|C|2014-06-25|2014-05-21|I||||2014-05-06|||||||||2014-08-21|2014-11-04|G||1
10CAC01412|THOMPSON FOR COUNTY BOARD|9406 BAYBERRY COURT|LA VISTA|NE|68128|C|2010-03-31|2010-03-30|I||||2010-03-29||||||||||2010-05-11|P||
99CAC00117|THOMPSON FOR LEGISLATURE|9406 BAYBERRY CT|LA VISTA|NE|68128|C|1998-01-21|1998-01-21|I||0|I|1998-01-21|||||||||2006-02-24|2002-11-05|G|1|1
10CAC01505|THOMPSON FOR NPPD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|BEATRICE |NE|68310|C|2010-10-27||||||9999-12-31|||||||||||||
99CAC00711|THOMPSON FOR O.P.P.D|3604 TWIN CREEK DRIVE SUITE 113|BELLEVUE|NE|68123|C|2004-11-12|1900-01-01|I||0|I|2004-10-20|||||||||2006-01-18|2004-11-02|G|1|
99CAC00338|THOMPSON FOR PUBLIC POWER COMMITTEE|P.O. Box 367,|BEATRICE |NE|68310|C|1992-05-13|1992-05-13|I||0|I|1992-05-13|       |          |||||||2000-01-20|1998-05-04|P|0|0
99CAC00119|THORPE FOR CLERK OF THE DISTRICT COURT|1401 Pleasant Hill Road,|LINCOLN|NE|68523|C|1998-04-22|1998-04-22|I||0| |1998-04-22|       |          |||||||1998-12-18|1998-05-04|P|0|0
15BQC00417|THURSTON COUNTY JAIL BOND (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|PENDER|NE|68047|B|9999-12-31||||||9999-12-31|||||||||||||
06CAC00769|TIDYMAN FOR 44|611 NORRIS AVE #10|MCCOOK|NE|69001|C|2006-01-09|2006-01-06|I||||1978-01-01|||||||||2008-10-22|2006-05-09|P||
99CAC00609|TIM CAVANAUGH FOR MUD|2677 S. 191 CIRCLE|OMAHA|NE|68130|C|2002-06-21|2002-06-20|I||0|I|2002-06-17||||||||||2008-11-04|G|1|1
06CAC00954|TIM FOWLER FOR NRD BOARD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-10-03|2006-10-02|I||||9999-12-31||||||||||2006-11-07|||
05CAC00743|TIM GAY FOR LEGISLATURE|804 LEXINGTON LANE, BOX 460922|PAPILLION|NE|68046|C|2005-10-26|2005-10-25|I||||2005-10-17|||||||||2014-01-02|2010-05-09|P||
14CAC01915|TIM GAY FOR OPPD BOARD|2004 TITAN SPRINGS DRIVE|PAPILLION|NE|68133|C|2014-10-21|2014-10-21|I|||O|2014-10-13||||||||||2014-11-04|G|1|
99CAC00216|TIM GAY FOR SARPY COUNTY COMMISSIONER|1001 Hogan Drive,|PAPILLION|NE|68046|C|1993-11-01|1993-11-01|I||0|I|1993-11-01|||||||||2009-02-02|2002-11-05|G||1
08CAC01155|TIM HELLER FOR STATE BOARD OF ED. (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN |NE|68516|C|1900-01-01|1900-01-01|I||||2008-07-02||||||||||2008-01-01|G||
