ID|Lobbyist Last Name|Lobbyist First Name|Principal Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
2215|Lange|Robert|Ameritas Life Insurance|Statement of Activity|2012-06-04|2012-06-14|250.00|REDUCED|0.00|2012-06-15||
2216|Loeffler|Michael|Northern Natural Gas|Statement of Activity|2012-06-04|2012-06-15|275.00|PAID|||2012-07-09|
2219|Meyer|Patricia|American Life & Security Corporation|Statement of Activity|2012-06-04|2012-06-18|350.00|RED/PAID|25.00|2012-06-27|2012-06-27|
2221|Pappas|James|League of Human Dignity|Statement of Activity|2012-06-04|2012-06-14|75.00|PENDING|||2013-04-09|
2043||American Communications Group|American Cancer Society|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2009|Becker|Jill|Black Hills Energy|4th Quarter Report|2011-01-31|2011-02-01|25.00|REDUCED|0.00|2011-02-14||
2011|Mick|Mines|3M Traffic Safety Systems Division|4th Quarter Report|2011-01-31|2011-02-03|75.00|PAID|0.00||2011-02-03|
2047||American Communications Group|Big Red Keno|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2058||American Communications Group|NE Emergency Medical Services Assn|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2061||American Communications Group|NE Speech Language & Hearing Assn|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2062||American Communications Group|Researach Nebraska|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2065||American Communications Group|YMCA's of Nebraska|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2067|Duensing|David|ABATE of NE|1st Quarter Report|2011-05-02|2011-05-20|450.00|REDUCED|0.00|2011-05-20||
2069||Keigher Rasmussen Associates|Professional Towers Association of NE|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-19||
2071|Lucey|Scott|ABATE of NE|1st Quarter Report|2011-05-02|2011-05-17|375.00|REDUCED|0.00|2011-05-19||
2072|Wray|Connie|ABATE of NE|1st Quarter Report|2011-05-02|2011-05-16|350.00|REDUCED|0.00|2011-05-20||
2076|Bowling|Karen|NE Family Council|1st Quarter Report|2011-05-02|2011-07-08|750.00|REDUCED|0.00|2011-07-11||
2077|Mach|Coby|Lincoln Independent Business Assn PAC|1st Quarter Report|2011-05-02|2011-06-27|750.00|REDUCED|0.00|2011-06-29||
2078|Riskowski|Al |NE Family Council|1st Quarter Report|2011-05-02|2011-07-08|750.00|REDUCED|0.00|2011-07-11||
2084|Plucker|Julia|Lamar Advertising|Statement of Activity|2011-07-11|2011-07-14|75.00|PAID|||2011-09-07|
2095|Welsch|Mark|Group to Alleviate Smoking Problem - GASP|Statement of Activity|2011-07-11|2011-07-13|50.00|PAID|||2012-02-02|1.12
2112|Shrewsbury|Ann|Time Warner Cable|2nd Quarter Report|2011-08-01|2011-08-11|250.00|RED/PAID|25.00|2011-08-23|2011-08-23|
2113|Sommerich|Christopher|NE Humanities Council|2nd Quarter Report|2011-08-01|2011-08-11|250.00|PAID|||2011-08-11|
2114|Winston|Kenneth|Ne Library Assn.|2nd Quarter Report|2011-08-01|2011-08-08|175.00|PAID|||2011-10-03|
2115|Winston|Kenneth|Wachiska Audubon Society|2nd Quarter Report|2011-08-01|2011-08-08|175.00|PAID|||2011-10-03|
2116|Winston|Kenneth|Sierra Club |2nd Quarter Report|2011-08-01|2011-08-08|175.00|PAID|||2011-10-03|
2129|Bresel|David|Nebraskans for Civic Reform|3rd Quarter Report|2011-10-31|2011-11-15|375.00|REDUCED|0.00|2011-11-15||
2131|Biles|Lacey|National Rifle Association of America|4th Quarter Report|2012-01-30|2012-01-31|25.00|REDUCED|0.00|2012-02-22||
2132|Boddy|Heath|NE Health Care Association|4th Quarter Report|2012-01-30|2012-01-31|25.00|REDUCED|0.00|2012-02-22||
2133||Brandt Horan Hallstrom Stilmock|NE Pharmacists Association|4th Quarter Report|2012-01-30|2012-02-01|50.00|PAID|||2012-03-01|
2134||Brandt Horan Hallstrom Stilmock|Networks, Inc|4th Quarter Report|2012-01-30|2012-02-01|50.00|PAID|||2012-03-01|
2152|Natalie|Peetz|Kiewit Corporation|Special Session Form D|2012-01-06|2012-01-30|600.00|REDUCED|0.00|2012-02-15||
2153|Peetz|Natalie|Tenaska|Special Session Form D|2012-01-06|2012-01-30|600.00|REDUCED|0.00|2012-02-15||
2168|Meyer|Les|American Life & Security Corporation|4th Quarter Report|2012-01-30|2012-02-10|275.00|REDUCED|0.00|2012-02-10||
2169|Meyer|Patricia|American Life & Security Corporation|4th Quarter Report|2012-01-30|2012-02-10|275.00|REDUCED|0.00|2012-02-10||
2170|Schmit|Loren|Association of NE Ehtanol Producers|4th Quarter Report|2012-01-30|2012-02-02|75.00|REDUCED|0.00|2012-02-10||
2171|Sedlacek|Ronald|Wal-Mart, Stores, Inc.|4th Quarter Report|2012-01-30|2012-01-31|25.00|PAID|||2012-02-16|
2172|Amack|Angela|Kissel/E&S Associates|4th Quarter Report|2012-01-30|2012-02-07|200.00|REDUCED|0.00|2012-02-15||
2175|Kaminski|Ronald|Laborers Local #1140|4th Quarter Report|2012-01-30|2012-02-27|700.00|REDUCED|0.00|2012-07-16||
2176|Whatley|Michael|Consumer Energy Alliance|4th Quarter Report|2012-01-30|2012-03-12|750.00|REDUCED|0.00|2012-06-05||
2183|Levy|David|Edison Mission Energy|1st Quarter Report|2012-04-30|2012-05-09|225.00|PAID|||2012-05-18|
2186|Murphy|Andrew|Brotherhood of Maintenance of Way Empl|1st Quarter Report|2012-04-30|2012-05-07|175.00|REDUCED|0.00|2012-05-07||
2190|Young|Phillip|Cullari Communications Group|1st Quarter Report|2012-04-30|2012-05-07|175.00|REDUCED|0.00|2012-05-22||
2194|Edwards|Corrie|TFI Family Services, Inc.|1st Quarter Report|2012-04-30|2012-05-18|450.00|REDUCED|0.00|2012-05-18||
2200|Woods|Kara|NE Financial Services|Statement of Activity|2012-06-04|2012-06-05|25.00|REDUCED|0.00|2012-07-18||
2203|Crouchley|Daniel|Metropolitan Utilities Districts|Statement of Activity|2012-06-04|2012-06-14|250.00|PAID|||2012-06-25|
2206|Donovan|Steve|Ducks Unlimited, Inc.|Statement of Activity|2012-06-04|2012-06-13|225.00|PAID|||2012-06-13|
2208|Egr|James|NE State Volunteer Firefighters Association|Statement of Activity|2012-06-04|2012-06-15|275.00|REDUCED|0.00|2012-06-15||
2214|Landwehr|Susan|Eli Lilly and Company|Statement of Activity|2012-06-04|2012-06-18|350.00|REDUCED|0.00|2012-06-18||
2217|Martinez|Larry|GlaxoSmithKline|Statement of Activity|2012-06-04|2012-06-18|350.00|RED/PAID|25.00|2012-06-29|2012-06-29|
2218|Meyer|Les|American Life & Security Corporation|Statement of Activity|2012-06-04|2012-06-18|350.00|RED/PAID|25.00|2012-06-27|2012-06-27|
2223|Stevens|Bradley|Americans for Prosperity|Statement of Activity|2012-06-04|2012-06-14|250.00|REDUCED|0.00|2012-06-15||
2224|Williams|David|Ameritas Life Insurance Corporation|Statement of Activity|2012-06-04|2012-06-14|250.00|REDUCED|0.00|2012-06-15||
2225|Bruckner|Traci|Center for Rural Affairs|Statement of Activity|2012-06-04|2012-06-19|375.00|RED/PAID|25.00|2012-07-02|2012-07-02|
2226|Canuteson|Beth|AT & T|Statement of Activity|2012-06-04|2012-06-19|375.00|REDUCED|0.00|2012-07-02||
2228|Duensing|David|ABATE of Nebraska|Statement of Activity|2012-06-04|2012-06-19|375.00|RED/PAID|25.00|2012-07-17|2012-07-17|
2229|Gilligan Howell|Rachel|NE Friends of Midwives|Statement of Activity|2012-06-04|2012-06-19|375.00|REDUCED|0.00|2012-06-19||
2230|Gossman|Abigail|MedImmune Incorporated|Statement of Activity|2012-06-04|2012-06-19|375.00|REDUCED|0.00|2012-06-19||
2231|Katt|Peter|NE Mortgage Association|Statement of Activity|2012-06-04|2012-06-18|350.00|PAID|||2012-07-02|
2232|Kleeb|Jane|Bold Nebraska|Statement of Activity|2012-06-04|2012-06-14|250.00|REDUCED|0.00|2012-06-18||
2233|Larsen|Stephanie|Center for Rural Affairs|Statement of Activity|2012-06-04|2012-06-19|375.00|REDUCED|0.00|2012-06-22||
2236|Passerelli|Angelo|Millard Public Schools|Statement of Activity|2012-06-04|2012-06-18|350.00|REDUCED|0.00|2012-06-19||
2237|Sherman|Becky|NE Friends of Midwives|Statement of Activity|2012-06-04|2012-06-11|175.00|REDUCED|0.00|2012-06-19||.00
1990|Obst|Robert|Qwest Communications|2nd Quarter Report|2010-07-30|2010-08-04|125.00|REDUCED|0.00|2010-08-13||
2016|Intermill|Mark|AARP Nebraska|4th Quarter Report|2011-01-31|2011-02-07|175.00|REDUCED|0.00|2011-02-18||
2025|Cale|Grant|Bristol-Myers Squibb Company|1st Quarter Report|2011-05-02|2011-05-04|50.00|REDUCED|0.00|2011-05-18||
2027|Jeffers|Thomas|NE Cooperative Council|1st Quarter Report|2011-05-02|2011-05-06|100.00|PAID|||2011-05-06|
2034|Morrissey|Spencer|Brotherhood of Maintenance of Way Employees|1st Quarter Report|2011-05-02|2011-05-06|100.00|REDUCED|0.00|2011-05-18||
2037|Pappas|James|Independent Cattlemen of NE|1st Quarter Report|2011-05-02|2011-05-06|100.00|REDUCED|0.00|2011-06-03||
2041|Sommerich|Christopher|NE Humanities Council|1st Quarter Report|2011-05-02|2011-05-06|100.00|REDUCED||2011-05-18||
2050||American Communications Group|Friends of Public Health in Nebraska|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2054||American Communications Group|NE Assn of Behavioral Health Organizations|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2055||American Communications Group|NE Assn of Public Employees AFSCME Local 61|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2060||American Communications Group|NE Society for Respiratory Care|1st Quarter Report|2011-05-02|2011-05-03|25.00|REDUCED|0.00|2011-05-23||
2068||Keigher Rasmussen Associates|NE Aviation Trades Association|1st Quarter Report|2011-05-02|2011-05-06|100.00|PAID|||2011-05-26|
2070|Lombardi|Richard |American Communications Group|1st Quarter Report|2011-05-02|2011-05-03|25.00|PAID|||2011-06-02|
2075|Svoboda|Jane|Paradise on Earth Newsletter|1st Quarter Report|2011-05-02|2011-05-27|625.00|REDUCED|0.00|2011-05-31||
2081|Maxwell|Chip|Omaha Alliance for the Private Sector|Statement of Activity|2011-07-11|2011-07-12|25.00|PAID|||2011-09-02|
2083|Plucker|Julia|Community Alliance|Statement of Activity|2011-07-11|2011-07-14|75.00|PAID|||2011-09-07|
2086|Plucker|Julia|NE Credit Union|Statement of Activity|2011-07-14|2011-07-11|75.00|PAID|||2011-09-07|
2087|Plucker|Julia|NE Fraternal Order of Police|Statement of Activity|2011-07-11|2011-07-14|75.00|PAID|||2011-09-07|
2088|Plucker|Julia|NE School Activities Association|Statement of Activity|2011-07-11|2011-07-14|75.00|PAID|||2011-09-07|
2093|Sommerich|Christopher|NE Humanities Council|Statement of Activity|2011-07-11|2011-07-15|100.00|RED/PAID|25.00|2011-08-03|2011-08-03|
2105|Castner-Wightman|Anna|First National of Nebraska|2nd Quarter Report|2011-08-01|2011-08-11|250.00|REDUCED|0.00|2011-08-19||
2106|Dake Abel|Julie|NAPE AFSCME Local 61|2nd Quarter Report|2011-08-01|2011-08-10|225.00|REDUCED|0.00|2011-08-11||
2107|Haggerty|Patrick|CenturyLink|2nd Quarter Report|2011-08-01|2011-08-12|275.00|PAID|||2011-08-18|
2108|Levy|David|Bluestem|2nd Quarter Report|2011-08-01|2011-08-12|275.00|REDUCED|0.00|2011-08-15||
2109|Levy|David|Electronic Disposal Technologies|2nd Quarter Report|2011-08-01|2011-08-12|275.00|REDUCED|0.00|2011-08-15||
2117|Propst|Kevin|Papio Valley Preservation Association|1st Quarter Report|2011-05-02|2011-08-16|750.00|REDUCED|0.00|2011-08-17||
2120|Epps|Susan|American Red Cross|2nd Quarter Report|2011-08-01|2011-08-22|525.00|REDUCED|0.00|2011-08-29||
2122|Alberts|Dan|Windlab U.S.A.|3rd Quarter Report|2011-10-31|2011-11-07|175.00|RED/PAID|25.00|2012-01-23|2012-01-23|
2173|Schafer|Andrea|Norris Public Power District|4th Quarter Report|2012-01-30|2012-02-10|275.00|RED/PAID|25.00|2012-02-15|2012-02-15|
2191|Blomstedt|Matthew|ESU Coordinating Council|1st Quarter Report|2012-04-30|2012-05-07|175.00|PAID|||2012-06-11|
2193|Carter|Jennifer|NE Appleseed Center for Law|1st Quarter Report|2012-04-30|2012-05-08|200.00|PAID|||2012-05-15|
2207|Ebeler|Erin|Associated General Contractors NE Chapter|Statement of Activity|2012-06-04|2012-06-12|200.00|REDUCED|0.00|2012-06-15||
2220|Mines|Mick|NE Humane Society|Statement of Activity|2012-06-04|2012-06-15|275.00|PAID|||2012-07-12|
2227|Depew|Brian|Center for Rural Affairs|Statement of Activity|2012-06-04|2012-06-19|375.00|REDUCED|0.00|2012-06-26||
2234|Meurrens|Bradley|NE Advocacy Services, Inc.|Statement of Activity|2012-06-04|2012-06-19|375.00|REDUCED|0.00|2012-06-19||
2235|Morfeld|Adam|Nebraskans for Civic Reform|Statement of Activity|2012-06-04|2012-06-19|375.00|REDUCED|0.00|2012-06-19||
1772|Jones|Randall|American Red Cross|2nd Quarter Report|2008-07-30|2008-08-01|50.00|REDUCED|0.00|2008-08-25||
1773|Moul|Maxine|Endow Nebraska|2nd Quarter Report|2008-07-30|2008-08-04|125.00|PAID|||2008-09-08|
1774|Pallesen|Charles |NE Medical Association|2nd Quarter Report|2008-07-30|2008-07-31|25.00|PAID|||2008-08-11|
1775|Peterson|Alan|Media of NE|2nd Quarter Report|2008-07-30|2008-08-04|125.00|REDUCED|0.00|2008-08-12||
1776|Rasmussen|Dennis|Keigher/Rasmussen & Associates|2nd Quarter Report|2008-07-30|2008-08-01|50.00|REDUCED|0.00|2008-08-12||
1777|Renner|Shawn|Media of NE|2nd Quarter Report|2008-07-30|2008-08-01|50.00|REDUCED|0.00|2008-08-15||
1778|Ptacek|Patrick|NE Grain & Feed Association|2nd Quarter Report|2008-07-30|2008-07-31|25.00|PAID|||2008-08-15|
1779|Bydalek|David|Family First|2nd Quarter Report|2008-07-30|2008-07-31|25.00|PAID|||2008-10-30|
1867|Donovan|Steve|Ducks Unlimited, Inc.|Statement of Activity|2009-07-13|2009-07-16|75.00|RED/PAID|25.00|2009-08-25|2009-08-25|
1868|Mass|Ken|NE State AFL-CIO|Statement of Activity|2009-07-13|2009-07-17|100.00|PAID|||2009-07-22|
1869|Otto|James|NE Restaurant Association|Statement of Activity|2009-07-13|2009-07-15|50.00|PAID|||2009-07-15|
1870|Otto|James|NE Retail Federation|Statement of Activity|2009-07-13|2009-07-15|50.00|PAID|||2009-07-15|
1874|Stevens Shasky|Kelly|Washington Center for Internship & Academic Seminars|Statement of Activity|2009-07-13|2009-07-15|50.00|REDUCED|0.00|2009-07-27||
1875|Valentin|Michaela|BlueCross BlueShield of NE|Statement of Activity|2009-07-13|2009-07-14|25.00|REDUCED|0.00|2009-08-18||
1876|Welsch|Mark|Group to Alleviate Smoking Pollution|Statement of Activity|2009-07-13|2009-07-15|25.00|PAID|||2009-09-02|
1893|Hamilton|James|Lifelock, Inc.|Statement of Activity|2009-07-13|2009-08-03|525.00|REDUCED|0.00|2009-08-03||
1911|Craighead|Joni|Property Owners Association/Omaha Landlords |3rd Quarter Report|2009-10-30|2009-11-05|150.00|PAID|||2009-11-19|
1913|Hernandez|Jennifer|NE Children and Families Foundation|3rd Quarter Report|2009-10-30|2009-11-02|75.00|REDUCED|0.00|2009-11-10||
1914|Maxwell|Chip|NE Coalition for Ethical Research|3rd Quarter Report|2009-10-30|2009-11-04|125.00|PAID|||2009-12-16|
1915|McNair|Chrissy|Peetz & Company|3rd Quarter Report|2009-10-30|2009-11-04|125.00|PAID|||2010-01-08|
1916|Veak|Becky|NE Children and Families Foundation|3rd Quarter Report|2009-10-30|2009-11-02|75.00|REDUCED|0.00|2009-11-10||
1917|White|Rosemary|AAA NE/Auto Club Group|3rd Quarter Report|2009-10-30|2009-11-03|100.00|RED/PAID|25.00|2009-11-18|2009-11-18|
1922|Mass|Ken|NE State AFL-CIO|3rd Quarter Report|2009-10-30|2009-11-05|150.00|REDUCED|0.00|2009-11-13||
1925|Napp|Jaimee|Identity Theft Action Council of NE|3rd Quarter Report|2009-10-30|2009-11-13|350.00|RED/PAID|25.00|2009-11-24|2009-11-24|
1927|Dibbern|Chris|NE Municipal Power Pool|4th Quarter Report|2010-02-01|2010-02-10|225.00|REDUCED|0.00|2010-02-10||
1928|Dudley|William|AFLAC|4th Quarter Report|2010-02-01|2010-02-08|175.00|PAID|||2010-02-25|
1929|Harvey|William|Big Red Keno|4th Quarter Report|2010-02-01|2010-02-09|200.00|REDUCED|0.00|2010-02-09||
1930|Harvey|William|Vigilnet America, LLC|4th Quarter Report|2010-02-01|2010-02-09|200.00|REDUCED|0.00|2010-02-09||
1931|Jaspersen|Rosemary|NE Enterprise Fund|4th Quarter Report|2010-02-01|2010-02-10|225.00|REDUCED|0.00|2010-02-11||
1932|Jensen|Ronald|The Johnson Group|4th Quarter Report|2010-02-01|2010-02-08|175.00|REDUCED|0.00|2010-02-09||
1933|Karnes|David|Big Red Keno|4th Quarter Report|2010-02-01|2010-02-09|200.00|PAID|||2010-03-08|
1934|Karnes|David|Vigilnet America, LLC|4th Quarter Report|2010-02-01|2010-02-09|200.00|PAID|||2010-03-08|
1935|Napp|Jaimee|Identity Theft Action Council of NE|4th Quarter Report|2010-02-01|2010-02-03|50.00|PAID|||2010-02-19|
1937|Potter|Cara|National Association of Chain Drug Stores|4th Quarter Report|2010-02-01|2010-02-10|225.00|PAID|||2010-02-17|
1938|Yost|Kurt|Central NE Public Power & Irrigation|4th Quarter Report|2010-02-01|2010-02-02|25.00|REDUCED|0.00|2010-02-09||
1939|Yost|Kurt|Midwest Check Cashing, Inc.|4th Quarter Report|2010-02-01|2010-02-02|25.00|REDUCED|0.00|2010-02-09||
1940|Yost|Kurt|NE Independent Community Bankers|4th Quarter Report|2010-02-01|2010-02-02|25.00|REDUCED|0.00|2010-02-09||
1986|Burhan|Charles|Liberty Mutual Group|Statement of Activity|2010-06-01|2010-06-29|700.00|PAID|||2010-08-05|
1838|Harding|Mary|NE  League of Conservation Voters|1st Quarter Report|2009-04-30|2009-05-01|25.00|REDUCED|0.00|2009-08-05||
1839|Kierstead|Roberta|Planned Parenthood of NE & Council Bluffs||2009-04-30|2009-05-01|25.00|PAID|||2009-05-29|
1853|Babcock|Marsha|Mechanical Contractors Association of Omaha|1st Quarter Report|2009-04-30|2009-05-20|500.00|REDUCED|0.00|2009-05-27||
1854|Intermill|Mark|AARP Nebraska|1st Quarter Report|2009-04-30|2009-05-19|475.00|PAID|||2009-10-21|
1855|Maddali|Anita|Mexican American Legal Defense & Ed. Fund|1st Quarter Report|2009-04-30|2009-05-11|275.00|REDUCED|0.00|2009-05-26||
1897|Wininger|Dwight|NE Rural Telecommunications Coalition|Statement of Activity|2009-07-13|2009-07-14|25.00|PAID|||2009-07-31|
1905|Intermill|Mark|AARP Nebraska|2nd Quarter Report|2009-07-30|2009-08-18|475.00|PAID|||2009-12-29|
1936|Parker|David|Great West Casualty Company|4th Quarter Report|2010-02-01|2010-02-08|175.00|REDUCED|0.00|2010-02-08||
1907|Schuller|Lynne|NE Horsemens Benevolent & Protective|Statement of Activity|2009-07-13|2009-07-14|25.00|PAID|||2009-08-27|
1941|Carlson|Kyle|Planned Parenthood of the Heartland|4th Quarter Report|2010-02-01|2010-02-12|275.00|REDUCED|0.00|2010-02-12||
1942|Falkstrom|Mike|Planned Parenthood of the Heartland|4th Quarter Report|2010-02-01|2010-02-12|275.00|REDUCED|0.00|2010-02-12||
1943|Libsack|Fiona |Regional West Health Services|4th Quarter Report|2010-02-01|6201-02-19|375.00|REDUCED|0.00|2010-02-17||
1944|McHugh|James|Regional West Health Services|4th Quarter Report|2010-02-01|2010-02-16|375.00|REDUCED|0.00|2010-02-17||
1958|Kubie|Kent|IBM|1st Quarter Report|2010-05-03|2010-05-26|575.00|REDUCED|0.00|2010-05-27||
1959|McDonald|Vickie|Center for People in Need|1st Quarter Report|2010-05-03|2010-05-25|550.00|REDUCED|0.00|2010-05-25||
1960|Mines|Mick|Mines & Associates|1st Quarter Report|2010-05-03|2010-05-26|575.00|PAID|||2010-06-21|
1961|Svoboda|Jane|Kindness Schools|1st Quarter Report|2010-05-03|2010-05-26|575.00|REDUCED|0.00|2010-05-27||
1962|Eppler|Robert|AARP Nebraska State Office|1st Quarter Report|2010-06-03|2010-06-01|725.00|REDUCED|0.00|2010-06-10||
1963|Wheeler|Harold|AARP Nebraska State Office|1st Quarter Report|2010-05-03|2010-05-28|625.00|REDUCED|0.00|2010-06-01||
1964|Winston|Kenneth|Ne Library Assn.|Statement of Activity|2010-06-01|2010-06-02|25.00|REDUCED|0.00|2010-06-16||
1965|Winston|Kenneth|Sierra Club |Statement of Activity|2010-06-01|2010-06-02|25.00|REDUCED|0.00|2010-06-16||
1966|Winston|Kenneth|Wachiska Audubon Society|Statement of Activity|2010-06-01|2010-06-02|25.00|REDUCED|0.00|2010-06-16||
1967|Foster Cook|Autumn|NE Friends of Midwives|Statement of Activity|2010-06-01|2010-06-03|50.00|REDUCED|0.00|2010-06-14||
1968|Hayes|Jason|NE Tax Research Council|Statement of Activity|2010-06-01|2010-06-03|50.00|REDUCED|0.00|2010-06-14||
1969|Kloepping|Kristen|NE Friends of Midwives|Statement of Activity|2010-06-01|2010-06-03|50.00|REDUCED|0.00|2010-06-04||
1970|Sokol|Lawrence|National Popular Vote|1st Quarter Report|2010-05-03|2010-06-03|750.00|REDUCED|0.00|2010-06-04||
1971|Babcock|Marsha|Mechanical Contractors Association of Omaha|Statement of Activity|2010-06-01|2010-06-03|50.00|PAID|||2010-06-21|
1972|Curtis|Carol|AstraZeneca  Pharmaceuticals, LP|Statement of Activity|2010-06-01|2010-06-10|225.00|PAID|||2010-06-17|
1973|Gossman|Abigail|MedImmune, Inc.|Statement of Activity|2010-06-01|2010-06-10|225.00|PAID|||2010-06-17|
1974|Johnson|Kimberly|UPS|1st Quarter Report|2010-05-03|2010-05-28|200.00|PAID|||2010-08-04|
1975|Lillis|John|Nebraskans United for Life|Statement of Activity|2010-06-01|2010-06-14|325.00|PAID|||2010-07-09|
1976|Benjamin|Melody|NE Cattlemen, Inc.|Statement of Activity|2010-06-01|2010-06-17|400.00|PAID|||2010-07-26|
1977|Gangwish|Duane|NE Cattlemen, Inc.|Statement of Activity|2010-06-01|2010-06-17|400.00|PAID|||2010-07-26|
1978|Genrich|Richard|Fraternal Order of Eagles|Statement of Activity|2010-06-01|2010-06-22|525.00|REDUCED|0.00|2010-06-28||
1979|Genrich|Richard|NE Council of Fraternal Veterans & Social|Statement of Activity|2010-06-01|2010-06-22|525.00|RED/PAID|25.00|2010-06-28|2010-06-28|
1980|Kelsey|Michael|NE Cattlemen, Inc.|Statement of Activity|2010-06-01|2010-06-17|400.00|PAID|||2010-07-26|
1981|Kidwell|Katie|Nebraskans for Civic Reform|Statement of Activity|2010-06-01|2010-06-07|150.00|REDUCED|0.00|2010-07-09||
1982|Radcliffe|Walter|City of Omaha|Statement of Activity|2010-06-01|2010-06-15|350.00|RED/PAID|25.00|2010-06-23|2010-06-23|
1983|Slevin|Elaine|NE Friends of Midwives|Statement of Activity|2010-06-01|2010-06-23|500.00|REDUCED|0.00|2010-06-23||
1984|Vasina|Mark|Nebraskans for Peace|Statement of Activity|2010-06-01|2010-06-25|600.00|REDUCED|0.00|2010-06-28||
1985|Vasina|Mark|Nebraskans for Peace|1st Quarter Report|2010-05-03|2010-06-25|750.00|REDUCED|0.00|2010-06-28||
1822|Carter|Jennifer|NE Appleseed Center or Law in the Public Interest|4th Quarter Report|2009-01-30|2009-02-11|300.00|REDUCED|0.00|2009-02-18||
1823|Maxwell|Chip|NE Coalition for Ethnical Research|4th Quarter Report|2009-01-30|2009-02-11|300.00|PAID|||2009-04-10|
1824|Miller|Amy|ACLU Nebraska|4th Quarter Report|2009-01-30|2009-02-03|100.00|PAID|||2009-02-19|
1825|Mines|Mick|NE Coalition for Ethnical Research|4th Quarter Report|2009-01-30|2009-02-17|450.00|REDUCED|0.00|2009-03-03|2009-03-03|
1826|Mines|Mick|League of NE Municipalities|4th Quarter Report|2009-01-30|2009-02-10|275.00|REDUCED|0.00|2009-03-03||
1827|Mines|Mick|National Swimming Pool Foundation|4th Quarter Report|2009-01-30|2009-02-10|275.00|RED/PAID|25.00|2009-03-03|2009-03-03|
1828|Nabb|Douglas|Frermont Public Schools|4th Quarter Report|2009-01-30|2009-02-10|275.00|REDUCED|0.00|2009-02-19||
1829|Plucker|Julia|Bennington Schools|4th Quarter Report|2009-01-30|2009-02-10|275.00|PAID|||2009-02-19|
1830|Plucker|Julia|Community Alliance|4th Quarter Report|2009-01-30|2009-02-10|275.00|PAID|||2009-02-19|
1831|Plucker|Julia|NE School Activities Association|4th Quarter Report|2009-01-30|2009-02-10|275.00|PAID|||2009-02-19|
1832|Plucker|Julia|NH Wright & Associates|4th Quarter Report|2009-01-30|2009-02-10|275.00|PAID|||2009-02-19|
1834|Peck|Kristen|Cox Communications, Inc.|4th Quarter Report|2009-01-30|2009-02-23|600.00|REDUCED|0.00|2009-02-23||
1835|Schuller|Lynne |NE Horsemen's Benevolent & Protective|4th Quarter Report|2009-01-30|2009-02-17|450.00|REDUCED|0.00|2009-02-19||
1898|Blomstedt|Matthew|Educational Service Unit Coordinating Council|2nd Quarter Report|2009-07-30|2009-08-05|150.00|REDUCED|0.00|2009-08-11||
1899|Brown|Rebecca|The Innocence Project|2nd Quarter Report|2009-07-30|2009-08-06|175.00|REDUCED|0.00|2009-08-17||
1900|Burhan|Charles|Liberty Mutual Group|Statement of Activity|2009-07-13|2009-08-04|550.00|RED/PAID|25.00|2009-08-18|2009-08-18|
1901|Maddali|Anita|Mexican American Legal Defense & Ed. Fund|2nd Quarter Report|2009-07-30|2009-08-06|175.00|REDUCED|0.00|2009-08-18||
1902|Maxwell|Chip|NE Coalition for Ethnical Research|2nd Quarter Report|2009-07-30|2009-08-03|100.00|PAID|||2009-09-09|
1903|Munguia|Roberto|Burlington Northern Santa Fe Railway Co|2nd Quarter Report|2009-07-30|2009-08-06|175.00|REDUCED|0.00|2009-08-17||
1926|Harding|Mary|NE  League of Conservation Voters|3rd Quarter Report|2009-10-30|2009-12-02|750.00|REDUCED|0.00|2009-12-02||
1948|Boehm|John|NE Mortgage Association|1st Quarter Report|2010-05-03|2010-05-10|175.00|REDUCED|0.00|2010-05-21||
1951|Reynolds|Simera|Mothers Against Drunk Driving|1st Quarter Report|2010-05-03|2010-05-07|100.00|PAID||2010-06-02|2010-06-02|
1952|Werner|Terry|National Association of Social Workers|1st Quarter Report|2010-05-03|2010-05-12|225.00|PAID|||2010-07-19|
1837|Donovan|Steve|Ducks Unlimited, Inc.|1st Quarter Report|2009-04-30|2009-05-01|25.00|REDUCED|0.00|2009-05-05||
1860|Axt|Randy|NE Firearms Owners Association|1st Quarter Report|2009-04-30|2009-05-28|700.00|REDUCED|0.00|2009-05-28||
1862|Mehmken|Roy|Second Chance Recovery|1st Quarter Report|2009-04-30|2009-05-28|700.00|REDUCED|0.00|2009-05-28||
1863|Pollock|Andy|Feller & Company|1st Quarter Report|2009-04-30|2009-05-22|525.00|REDUCED|0.00|2009-05-26||
