Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
MAYHEW FOR SCHOOL BOARD|99CAC00560|2011-02-10|2010-01-01|-772.26|O|PAYMENT TO RICHTERS BRINKMAN FOR INV #334 FOR MAY 2009.
MAYHEW FOR SCHOOL BOARD|99CAC00560|2011-02-10|2010-01-01|7.5|A|ON MY PREVIOUS FORM I CORRECTLY RECORDED AN EXPENSE AS 471.92 IN SECTION D, BUT THEN I INCORRECTLY WROTE THAT NUMBER AS 479.42 ON SECTION A.  THIS IS AN ADJUSTMENT TO CORRECT THAT ERROR.
MAYHEW FOR SCHOOL BOARD|99CAC00560|2011-02-10|2010-01-01|-450|O|LATE FEE TO NE ACCOUNTABILITY AND DISCLOSURE.
MAYHEW FOR SCHOOL BOARD|99CAC00560|2011-02-10|2010-01-01|-765.54|O|PAYMENT TO RICHTERS BRINKMAN FOR INV #325 FOR APRIL 2009.
MAYHEW FOR SCHOOL BOARD|99CAC00560|2011-02-10|2010-01-01|-165|O|PAYMENT TO CHOCOLATE CAKE FOR INV #1302 - FLYER PHOTO.
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2012-01-31|2011-02-22|171.16|A|refund from windstream
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2012-01-31|2011-04-05|1331.5|A|Refund from Dresner, San Francisco, CA
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2012-01-31|2011-03-07|500|A|Rental Deposit Return from Enterprise Co
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2002-01-09|2001-06-12|72483.68|O|CLOSE BRUNING FOR LEGISLATURE COMM - TRA
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2010-04-12|2010-01-06|337.78|A|Credit from "The Hay Adams"
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2009-01-30|2008-07-23|38.53|A|credit for errroneous account charges
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2009-01-30|2008-03-25|32.09|A|credit for returned items
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2007-01-16|2006-11-03|20000|A|TRANSFER FROM MONEY MARKET TO CHECKING A
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-06-19|2006-06-13|196.93|O|INTEREST FROM CHECKING ACCOUNT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2010-04-12|2010-02-02|95000|A|Redeem Deposit & transfer funds
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2010-04-12|2010-02-01|205.16|A|Credit from "Hertz"
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2007-01-16|2006-12-11|146485.13|A|TRANSFER FROM MONEY MARKET TO CHECKING A
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2007-01-16|2006-11-24|25000|A|TRANSFER FROM MONEY MARKET TO CHECKING A
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2007-01-16|2006-12-31|350.65|A|CHECKING ACCOUNT INTEREST
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2007-01-16|2006-12-31|866.49|A|MONEY MARKET INTEREST
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-06-19|2006-06-09|1000|O|NE BANKERS PAC CHECK NOT ACCEPTED, RETUR
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-06-19|2006-05-18|-1875.74|A|MONEY MARKET ACCOUNT INTEREST
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2011-01-10|2010-12-03|1100|A|Refund from Marriott Hotel
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2011-01-10|2010-10-21|470.74|A|Refund from The Prairie Club
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2010-10-04|2010-09-09|87.48|A|Reimb. to Bruning committee-expense pd
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2010-10-04|2010-09-13|610.6|A|Credit from Buy.com for returned item
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2010-02-01|2009-05-14|29.99|A|credit from content watch returned item
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2009-01-30|2008-11-03|38.22|A|credit for returned items
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2009-01-30|2008-09-25|161.71|A|credit for duplicate charges
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-10-04|2006-10-03|77627|A|TRANSFERS FROM MONEY MARKET TO CHECKING 
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-06-19|2006-04-26|71.43|A|PAYMENT RECEIVED FROM SMITH FOR CONGRESS
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-26|2005-12-31|2442|A|INTEREST EARNED ON MONEY MARKET ACCT.
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-26|2005-11-08|75000|A|TRANSFER TO MONEY MARKET ACCOUNT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2010-02-01|2009-02-24|-95000|A|transfer funds to CD
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-10-04|2006-10-03|-7275.53|A|MONEYMKT INTEREST LEFT IN ACCOUNT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-10-04|2006-09-22|360000|A|WIRE FROM MONEY MARKET FOR PAYMENT DISBU
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-10-27|2006-10-20|558.72|A|MONEY MARKET INTEREST
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-05-01|2006-04-20|2002.77|A|INTEREST EARNED
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-04-10|2006-04-04|304.87|A|CHECKING ACCOUNT INTEREST
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-04-10|2006-03-01|40000|A|TRANSFER FROM CHECKING TO INVESTMENT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-04-10|2006-04-04|5075.43|A|INVESTMENT ACCOUNT INTEREST
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-26|2005-11-01|350000|A|TRANSFER CD TO MONEY MARKET ACCOUNT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-25|2005-06-30|-50000|A|SOLD BOND PRINCIPAL, GAIN REP.NEXT STMNT
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-26|2005-11-01|125000|A|TRANSFER OUT OF CHECKING TO MONEY MARKET
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-25|2005-05-05|-50000|A|SOLD PORTION OF MUNICIPAL BOND
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-25|2005-04-26|-100000|A|SOLD PORTION OF MUNICIPAL BOND
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-25|2005-01-12|200000|A|PURCHASE MUNICIPAL BOND
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-26|2005-11-01|4136|A|CD INTEREST TRANSFERRED TO MONEY MARKET 
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2005-01-12|2004-12-29|799.3|O|NET GAIN ON 1 YR. CD
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2008-01-31|2007-01-19|192.44|A|bruning reimburse for 1/2 office equip
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2008-01-31|2007-12-18|100|A|refund from enterprise rent a car
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2008-01-31|2007-12-17|47.26|A|refund from hudson news
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2008-01-31|2007-05-24|28|A|po box refund
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2008-01-31|2007-05-24|937.5|A|refund for office space
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2008-01-31|2007-04-30|55.27|A|refund from onstar
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2008-01-31|2007-01-24|101.98|A|refund from stacks and stacks
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2008-01-31|2007-01-16|51.77|A|refund from kinko's
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2008-01-31|2007-02-20|21.39|A|refund from radio shack
BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|99CAC00562|2006-01-25|2005-06-24|350000|A|PURCHASE 9 MNTH CD - PINNACLE BANK
DREILING FOR STATE TREASURER|99CAC00563|2002-04-15|2002-04-09|11100|O|TRANSFER FROM SAVINGS TO CHECKING       
DREILING FOR STATE TREASURER|99CAC00563|2002-01-29|2001-12-31|109.93|C|INTEREST ON SAVINGS                     
DREILING FOR STATE TREASURER|99CAC00563|2002-01-29|2001-09-04|12000|C|TRANSFER TO SAVINGS ACCT.               
DREILING FOR STATE TREASURER|99CAC00563|2002-05-07|2002-04-09|11100|O|TRANSFER FROM SAVINGS TO CHECKING       
KEARNEY TOMORROW FINANCE COMMITTEE|99BQC00068|2002-05-17|2002-04-30|1.95|C|INTEREST INCOME                         
KEARNEY TOMORROW FINANCE COMMITTEE|99BQC00068|2002-05-17|2002-05-16|-52.28|C|BANK CHARGES                            
MINES FOR LEGISLATURE|99CAC00565|2006-01-31|2005-05-09|795.74|A|EXPENSE CHECK DEPOSITED BACK INTO ACCT
MINES FOR LEGISLATURE|99CAC00565|2005-02-07|2004-01-01|50.23|A|RECONCILIATION WITH BANK RECORDS
TAXPAYERS FOR MILLS (2002)|99CAC00568|2003-01-10|2002-10-21|80|C|EXPENSE 10/21/02 SHOULD HAVE BEEN ON 2ND
TAXPAYERS FOR MILLS (2002)|99CAC00568|2003-01-10|2002-10-18|1867.63|C|EXPENSE 10/18/02 SHOULD HAVE BEEN ON 2ND
TAXPAYERS FOR MILLS (2002)|99CAC00568|2003-01-10|2002-10-17|.05|C|CHECKED RECORDED $.05 OFF               
VICKIE MCDONALD FOR LEGISLATURE (DISSOLVED)|99CAC00569|2006-01-31|2005-09-29|405.62|A|TRAVEL REIMBURSEMENT FROM CANDIDATE 
VICKIE MCDONALD FOR LEGISLATURE (DISSOLVED)|99CAC00569|2004-05-03|2004-01-28|489.6|O|SEN. MCDONALD REIMBURSED MILEAGE ERROR  
VICKIE MCDONALD FOR LEGISLATURE (DISSOLVED)|99CAC00569|2004-01-28|2003-01-28|489.6|O|PERSONAL CHECK TO CAMPAIGN RECIEVED FROM
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2003-01-15|2002-09-12|-100000|A|TRANSFER OUT TO TRUST ACCOUNT- BUTLER, G
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2005-11-29|2005-09-16|2000|O|OLD REPUBLIC SURETY BOND REFUND
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2005-11-29|2005-09-07|3000|O|OLD REPUBLIC SURETY BOND REFUND
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2004-01-06|2003-12-31|-92.99|C|INT. EARNED AND KEPT IN US BANK MONEY MK
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2004-01-06|2003-12-31|6000|C|TRANSFER FROM US BANK MONEY MKT. ACCT.  
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2004-01-06|2003-06-14|20000|C|LEGAL FEE'S DEDUCTED FROM TRUST         
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2003-01-15|2002-10-25|80000|C|TRANSFERS IN FROM BUTLER, GALTER,OBRIEN,
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2003-01-15|2002-12-31|-306.4|C|REPORTED INTEREST STILL IN MONEY MKT ACT
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2003-01-15|2002-09-16|184012|C|TRANSFERS IN FROM MONEY MARKET ACCOUNT  
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2003-01-15|2002-09-11|-199993|C|TRANSFER OUT TO MONEY MARKET ACCOUNT    
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2002-07-01|2002-06-25|306|O|20 PREV.  ISSUED CHECKS VOIDED          
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2002-05-29|2002-04-26|500|O|DISSOLVE PETTY CASH                     
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|99BQC00069|2002-04-29|2002-04-04|500|O|ESTABLISH PETTY CASH FUND               
BYRD FOR STATE TREASURER|99CAC00580|2014-01-28|2014-01-24|222.42|O|leslie urban for bookkeeping fee 
BYRD FOR STATE TREASURER|99CAC00580|2002-06-24|2002-05-06|112019.44|O|CFLA ACCOUNT: RECEIVED AND EXPENDED     
SYNOWIECKI FOR LEGISLATURE (DISSOLVED)|99CAC00584|2003-01-14|2002-12-01|593|C|ADDITION ERROR FROM 1ST PRI             
SYNOWIECKI FOR LEGISLATURE (DISSOLVED)|99CAC00584|2003-01-14|2002-12-01|80|C|BEST BUY REBATE                         
SYNOWIECKI FOR LEGISLATURE (DISSOLVED)|99CAC00584|2003-01-14|2002-12-01|50|C|HP REBATE FOR COMPUTER SOFTWARE         
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|2006-01-12|2005-11-04|10000|A|PURCHASE OF CD
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|2008-01-23|2007-12-05|2000|A|Receipt from CD
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|2008-01-23|2007-01-04|3000|A|Receipt from CD
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|2010-01-25|2009-12-04|5213.09|A|cd matured, deposited to checking accoun
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|2004-01-15|2003-06-16|5000|C|CASH IN CD                              
JERRY VAP FOR PUBLIC SERVICE COMMISSION|99CAC00590|2003-01-28|2002-05-13|500|C|PURCHASE CERTIFICATE OF DEPOSIT         
CAMPAIGN TO ELECT DR ROBERT J WICHT GOVERNOR(DISSO|99CAC00596|2006-01-09|2005-04-20|2|O|U.S. BANK MERCHANT SERVICES
IMES FOR EDUCATION|99CAC00598|2003-01-09|2002-12-30|2539.61|C|REIMBURSE CANDIDATE FOR EXPENSES        
MURRAY FOR MAYOR|99CAC00601|2002-05-07|2002-04-26|75|O|SALE OF EXTRA FOOD                      
FRED HLAVA FOR THE 49TH|99CAC00608|2004-01-12|2003-01-15|1050|O|REFUND OF OVERPAYMENT OF BILLBOARD COSTS
FRED HLAVA FOR THE 49TH|99CAC00608|2004-01-12|2003-01-06|14.05|O|REFUND OF OVERPAYMENT OF ADVERTISING COS
TIM CAVANAUGH FOR MUD|99CAC00609|2014-10-01|2014-08-31|.03|A|balance changed .03 from prev. stm-unknY
GAMBLING WITH THE GOOD LIFE |99BQC00074|2015-01-14|2014-11-23|39646.8|A|NE SUPREME COURT AWARDED THIS AMOUNT FOR ATTORNEY FEES PAID IN THE SUCCESSFUL ATTEMPT TO KEEP AMENDMENT 1 OFF THE BALLOT.  SINCE THOSE ATTORNEY FEES HAD ALREADY BEEN PAID TO HUSCH BLACKWELL, HUSCH BLACKWELL REFUNDED THIS MONEY.
GAMBLING WITH THE GOOD LIFE |99BQC00074|2005-01-10|2004-12-31|-1000|C|PREVIOUS ACCOUNT TRANSFER WASN'T MADE   
GAMBLING WITH THE GOOD LIFE |99BQC00074|2004-10-25|2004-09-30|0|O|KPTM SETTLEMENT- (4) 30-MINUTE PROGRAMS 
GAMBLING WITH THE GOOD LIFE |99BQC00074|2004-10-25|2004-09-30|0|O|KPTM SETTLEMENT-30 SECOND SPOTS $5,000  
GAMBLING WITH THE GOOD LIFE |99BQC00074|2004-10-25|2004-09-30|0|O|KPTM SETTLEMENT-30 SECOND SPOTS $1,000  
GAMBLING WITH THE GOOD LIFE |99BQC00074|2004-07-01|2004-03-29|1000|C|TRANSFER FROM PREVIOUS COMMITTEE        
NE VOTERS FOR SUSTAINABLE ENERGY (DISSOLVED)|99CAC00613|2003-01-29|2003-01-28|403.4|C|DONATIONS RETURNED TO DONORS            
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|2006-10-27|2006-10-20|.2|O|BANK SERVICE CHARGE
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|2006-10-06|2006-10-02|157|O|PLATTSMOUTH JOURNAL STAR-ADVERTISING
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|2006-10-06|2006-10-02|107.57|O|HOME DEPOT-WOOD STAKES AND STAPLES FOR S
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|2006-10-06|2006-09-18|.1|O|BANK SERVICE CHARGE
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|2006-10-06|2006-08-18|.1|O|BANK SERVICE CHARGE
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|2006-10-06|2006-08-10|137.43|O|QUICK TS CAMPAIGN T SHIRTS
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|2006-10-06|2006-07-24|13|O|PO BOX RENTAL 
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|2006-10-06|2006-09-30|100|O|CHECK FROM CONTRIBUTOR
SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|99CAC00616|2004-01-21|2002-08-20|.05|C|BANK SERVICE CHARGE                     
BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE|99CAC00617|2003-08-06|2003-08-01|-26.32|O|DONATION TO LANCASTER CO DEMOCRATIC PART
BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE|99CAC00617|2003-08-06|2003-08-01|-.25|C|TO CORRECT MISCALCULATION ON PREVIOUS ST
BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE|99CAC00617|2003-01-14|2002-12-31|-17.13|C|EXPENDITURE OF INTEREST                 
BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE|99CAC00617|2003-01-14|2002-12-31|25|C|SAVINGS ACCOUT/CHECKING ACCOUNT         
LOUDEN FOR LEGISLATURE|99CAC00618|2013-01-17|2012-12-31|142.92|A|Complete last expense 
LOUDEN FOR LEGISLATURE|99CAC00618|2006-01-06|2005-12-31||A|Adjustment due to NADC Computer Error
LOUDEN FOR LEGISLATURE|99CAC00618|2011-01-24|2010-12-20|24.5|A|bank checks
LOUDEN FOR LEGISLATURE|99CAC00618|2004-01-27|2003-08-20|194|C|REFUND FROM THE PRINTER                 
LOUDEN FOR LEGISLATURE|99CAC00618|2004-01-27|2003-08-01|15|C|REFUND FROM XPRESS NEWS                 
MARTINEZ FOR SCHOOL BOARD|99CAC00621|2009-02-03|2008-12-31|2.22|A|interest on checking account
JOEL JOHNSON FOR LEGISLATURE (DIST #37) (DISSOLVED|99CAC00623|2009-02-13|2008-06-26|346.89|A|Reimbursement FROM Candidate for Water
JOEL JOHNSON FOR LEGISLATURE (DIST #37) (DISSOLVED|99CAC00623|2003-01-15|2002-10-22|121.63|C|EXPENSE PAID WAS ACTUALY INKIND CONTRIBU
COMMITTEE FOR AMENDMENT 2 (DISSOLVED)|99BQC00080|2002-12-30|2002-11-15|7|C|BANK SERVICE CHARGE                     
STRAND FOR CITY COUNCIL|99CAC00635|2003-06-16|2003-04-23|500|O|RETURNED CONTRIBUTION FROM D. HARTMAN   
STRAND FOR CITY COUNCIL|99CAC00635|2003-04-28|2003-04-14|72.25|C|BANK SERVICE CHARGE                     
STRAND FOR CITY COUNCIL|99CAC00635|2003-03-10|2003-01-15|8|C|BANK SERVICE ACCOUNT                    
RAY MOSSEY FOR LEGISLATURE|99CAC00636|2005-09-08|2004-09-01|21.39|A|RETURN PURCHASE TO TARGET
RAY MOSSEY FOR LEGISLATURE|99CAC00636|2004-04-13|2004-03-01|991.94|A|ALEC REIMBURSEMENT OF EXPENSES
RAY MOSSEY FOR LEGISLATURE|99CAC00636|2004-07-23|2004-06-02|37.44|A|RETURN PURCHASE TO TARGET
RAY MOSSEY FOR LEGISLATURE|99CAC00636|2004-07-23|2004-06-01|1128.4|O|BELLEVUE LEADER NEWSPAPER-REIMBURSEMENT 
NEWMAN FOR COUNCIL (DISSOLVED)|99CAC00639|2005-01-10|2004-03-10|160|C|SOLD 4 SEATS FROM THEIR PATRIOTS TABLE  
BECK FOR CITY COUNCIL|99CAC00641|2003-06-16|2003-05-31|.3|C|BANK CHARGE - CYCLE SERVICE CHARGE      
BECK FOR CITY COUNCIL|99CAC00641|2003-06-16|2003-04-28|502|C|INSUFFICIENT FUNDS CHECK & BANK FEE     
BECK FOR CITY COUNCIL|99CAC00641|2003-06-16|2003-04-25|252|C|INSUFFICIENT FUNDS CHECK & BANK FEE     
BECK FOR CITY COUNCIL|99CAC00641|2003-03-31|2003-03-10|53.75|C|BANK CHARGE                             
SENG FOR MAYOR|99CAC00642|2008-02-19|2007-12-31|2309.48|A|Accounting/Reporting errors-misposting
COMMUNITY UNITED FOR EDUCATION|99BQC00084|2003-06-23|2003-06-16|179.7|O|EXPENSE - DONATION OF REMAINING FUNDS   
COMMUNITY UNITED FOR EDUCATION|99BQC00084|2003-06-23|2003-06-16|100.2|O|EXPENSE - MAILING EXPENSE               
COMMUNITY UNITED FOR EDUCATION|99BQC00084|2003-06-23|2003-06-11|175.44|O|EXPENSE - NEWSPAPER ADS                 
COMMUNITY UNITED FOR EDUCATION|99BQC00084|2003-05-19|2003-05-06|104|O|EXPENSE-SLIDE SHOW PRODUCTION           
COMMUNITY UNITED FOR EDUCATION|99BQC00084|2003-05-19|2003-04-29|79.47|O|EXPENSE-VOTER LISTING                   
COMMUNITY UNITED FOR EDUCATION|99BQC00084|2003-05-19|2003-04-30|675|O|DONATIONS-LESS THAN $250 REPORTING THRES
COMMUNITY UNITED FOR EDUCATION|99BQC00084|2003-05-19|2003-03-18|1440.52|O|TRANSFER FROM PREVIOUS ELECTION FUND ACC
COMMITTEE TO ELECT STU DORNAN|99CAC00646|2007-01-19|2006-12-28|518.13|O|overrpayment of services from redstone
COMMITTEE TO ELECT STU DORNAN|99CAC00646|2007-01-19|2006-12-27|107.89|O|rebate from overpayment of phone bill
COMMITTEE TO ELECT STU DORNAN|99CAC00646|2007-01-19|2006-12-06|476|O|redstone communications, rebate from ove
COMMITTEE TO ELECT STU DORNAN|99CAC00646|2007-01-19|2006-12-06|500|O|faith louis purchase laptop computer fro
COMMITTEE TO ELECT STU DORNAN|99CAC00646|2007-04-30|2007-02-12|894.64|O|RedStone Comm, reimbursement/overpayment
COMMITTEE TO ELECT STU DORNAN|99CAC00646|2007-04-30|2007-03-05|81.6|O|RedStone Comm., reimbursement/overpaymen
VOTE ON TOTAL ENHANCEMENT (DISSOLVED)|99BQC00087|2004-03-29|2004-03-26|3187.45|C|CONTRIB. RETURNS REPORTED ON SCHEDULE B 
MIKE FLOOD FOR LEGISLATURE(NOW MIKE FLOOD FOR NE)|99CAC00647|2004-01-29|2003-12-31|100|A|DONATION OF CASH CONTRIBUTION TO THE NOR
MIKE FLOOD FOR LEGISLATURE(NOW MIKE FLOOD FOR NE)|99CAC00647|2004-01-29|2003-10-20|100|A|CASH CONTRIBUTION                       
FISCHER FOR LEGISLATURE|99CAC00648|2014-01-01|2013-12-31|86.25|A|uncleared check
FISCHER FOR LEGISLATURE|99CAC00648|2006-01-27|2005-12-31|18.6|A|BANK CHECK PRINTING CHARGE
FISCHER FOR LEGISLATURE|99CAC00648|2010-01-25|2009-02-17|832|A|Candidate personally reimbursed campaign
FISCHER FOR LEGISLATURE|99CAC00648|2008-05-02|2008-04-28|7.95|A|Refund from Radio Station KSDZ-AM
FISCHER FOR LEGISLATURE|99CAC00648|2010-01-25|2009-10-29|-150|A|Returned check fee/Bank fee
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2005-02-28|2005-02-17|12.91|O|PETTY CASH REIMBURSEMENT TO MARK VASINA 
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2005-02-28|2005-02-04|5|O|MONTHLY BANK FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2005-02-28|2005-01-06|5|O|MONTHLY BANK FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-11-30|2004-11-07|20|O|MONTHLY $5 BANK FEE (4MTHS)             
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-08-31|2004-07-07|5|O|BANK MONTHLY FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-08-02|2004-07-27|25|O|LATE FILING FEE NADC                    
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-08-02|2004-07-06|5|O|BANK MONTHLY FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-07-01|2004-06-06|5|O|BANK MONTHLY FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-06-01|2004-04-03|25|C|DONATION                                
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-06-01|2004-04-06|5|O|BANK MONTHLY FEE                        
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-04-01|2004-03-04|5|O|BANK MONTHLY SERVICE FEE (WELLS FARGO)  
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-03-01|2004-02-07|5|O|BANK MONTHLY SERVICE FEE (WELLS FARGO)  
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2004-02-02|2004-01-07|5|O|BANK MONTHLY SERVICE FEE                
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2003-12-31|2003-12-04|20|O|CHECKS (WELLS FARGO)                    
STOP BIG BUSINESS SUBSIDIES-REPEAL LB 775 (DISSOLV|99BQC00088|2003-12-31|2003-12-02|5|O|BANK MONTHLY SERVICE FEE (WELLS FARGO)  
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-06-19|2006-06-13|154.02|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-05-01|2006-04-24|850.2|O|PAYROLL TAXES, SUTA
